,name,address,type,buil_time,floors,property_fee,rent,rent_more,area,location,address_for_coordinate,latitude,longitude
132,南浦大厦,黄浦-城隍庙- 中山南路1088号, 纯写字楼(甲级), 1997 6, 18, 15元/m²•月,null,,黄浦,城隍庙,黄浦 城隍庙 南浦大厦,31.2173137665,121.510368347
133,连城1号,近郊-奉贤- 沪杭公路228弄, 纯写字楼(甲级), , 22, ,,,近郊,奉贤,近郊 奉贤 连城1号,30.9151210785,121.560638428
134,科海大楼,浦东-张江高科- 纳贤路800号, 纯写字楼(甲级), 2016 6, 11, 13.72元/m²•月,3.85元/m²•天,,浦东,张江高科,浦东 张江高科 科海大楼,31.1839504242,121.612304688
135,盛业大厦,虹口-曲阳- 四平路778号, 综合写字楼(丙级), 2004 9, 24, 2元/m²•月,,,虹口,曲阳,虹口 曲阳 盛业大厦,31.2779788971,121.505737305
136,耀江国际广场,虹口-北外滩- 吴淞路308号, 纯写字楼(甲级), 2010 6, 28, 14元/m²•月,3.55元/m²•天,26500元/m²,虹口,北外滩,虹口 北外滩 耀江国际广场,31.2553081512,121.496444702
137,美奥菲斯创意产业园,闸北-彭浦- 少年村路415弄, 纯写字楼(甲级), , 0, 10元/m²•月,2.44元/m²•天,,闸北,彭浦,闸北 彭浦 美奥菲斯创意产业园,31.2729454041,121.487182617
138,康桥 写字楼,金山-金山商圈- 南汇-康桥-康桥 写字楼, 纯写字楼(甲级), , 6, 11元/m²•月,,,金山-金山商圈- 南汇,康桥,金山-金山商圈- 南汇 康桥 康桥 写字楼,30.8350811005,121.248405457
139,苏河湾跨界工坊,闸北-火车站- 光复路555号, 纯写字楼(甲级), , 0, 15元/m²•月,4.17元/m²•天,,闸北,火车站,闸北 火车站 苏河湾跨界工坊,31.2880439758,121.457771301
140,虹口商城,虹口-四川北路- 四川北路1457号, 纯写字楼(丙级), , 28, 3元/m²•月,,,虹口,四川北路,虹口 四川北路 虹口商城,31.2766742706,121.483306885
141,威海696,静安-南京西路- 威海路696号, 纯写字楼(甲级), , , ,1.83元/m²•天,,静安,南京西路,静安 南京西路 威海696,31.2344989777,121.46308136
142,证大立方大厦,浦东-世纪公园- 长柳路58号, 纯写字楼(甲级), 2007 6, 23, 19元/m²•月,6.08元/m²•天,40000元/m²,浦东,世纪公园,浦东 世纪公园 证大立方大厦,31.2307662964,121.558799744
143,赛元大厦,卢湾-打浦桥- 海潮路20号, 综合写字楼(乙级), 2005 6, 26, 5元/m²•月,,,卢湾,打浦桥,卢湾 打浦桥 赛元大厦,31.2168121338,121.504470825
144,绿亮科创园,闵行-莘庄- 虹梅南路2588(靠近景联路), 纯写字楼(乙级), 2016 10, 5, 6元/m²•月,1.72元/m²•天,,闵行,莘庄,闵行 莘庄 绿亮科创园,31.1029224396,121.441139221
145,西郊珑庭,长宁-虹桥开发区- 虹桥路2302号, 纯写字楼(甲级), 2011 11, 12, 16元/m²•月,,,长宁,虹桥开发区,长宁 虹桥开发区 西郊珑庭,31.20794487,121.411468506
146,底特律财富天地,嘉定-安亭- 曹安路5598号, 综合写字楼(乙级), 2009 12, 25, 2.5元/m²•月,null,,嘉定,安亭,嘉定 安亭 底特律财富天地,31.2956638336,121.167358398
147,开力科技园,普陀-甘泉宜川- 宜川一村95号, 纯写字楼(丙级), , 2, ,,,普陀,甘泉宜川,普陀 甘泉宜川 开力科技园,31.2637424469,121.398445129
148,宜嘉坊,长宁-北新泾- 北渔路82弄, 纯写字楼(甲级), 2004 1, 6, 3.5元/m²•月,3.1元/m²•天,,长宁,北新泾,长宁 北新泾 宜嘉坊,31.2220172882,121.380104065
149,泰兴大楼,静安-南京西路- 南京西路934号, 纯写字楼(甲级), 1993 1, 20, ,,,静安,南京西路,静安 南京西路 泰兴大楼,31.236541748,121.465339661
150,锦延大厦,静安-静安寺- 延安中路847号, 纯写字楼(乙级), 1995 1, 25, 10元/m²•月,null,,静安,静安寺,静安 静安寺 锦延大厦,31.2297477722,121.451797485
151,荣和商务中心,浦东-外高桥- 淮海中路1155号, 纯写字楼(丙级), , , ,,,浦东,外高桥,浦东 外高桥 荣和商务中心,31.3483295441,121.593742371
152,上海传奇商业广场,浦东-张江高科- 碧波路635号, 纯写字楼(甲级), 2017 5, 3, 2.5元/m²•月,4.36元/m²•天,,浦东,张江高科,浦东 张江高科 上海传奇商业广场,30.8843860626,121.40864563
153,龙珠广场,浦东-陆家嘴- 浦东大道2123号, 纯写字楼(甲级), 2006 6, 19, 19.8元/m²•月,null,,浦东,陆家嘴,浦东 陆家嘴 龙珠广场,31.2563781738,121.556427002
154,凯科国际大厦,徐汇-漕河泾- 虹梅路1801号A区, 纯写字楼(甲级), 2009 6, 28, 29.8元/m²•月,5.07元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 凯科国际大厦,31.1741962433,121.404319763
155,上海世茂大厦,"浦东-陆家嘴- 潍坊西路,近浦城路", 纯写字楼(甲级), 2018 3, 27, 36元/m²•月,8.11元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 上海世茂大厦,31.2445545197,121.509902954
156,漕河泾浦江科技广场,闵行-浦江- 陈行路2388号, 纯写字楼(甲级), 2011 9, 14, 7.5元/m²•月,2.84元/m²•天,,闵行,浦江,闵行 浦江 漕河泾浦江科技广场,31.1026821136,121.515739441
157,美瑞清河湾,近郊-青浦- 清河路1278号, 纯写字楼(甲级), 2018 3, 5, 36元/m²•月,,,近郊,青浦,近郊 青浦 美瑞清河湾,31.1715927124,121.107688904
158,金博尚品,浦东-世纪公园- 张杨路1518、1528号, 纯写字楼(甲级), 2007 6, 12, 25元/m²•月,4.06元/m²•天,26500元/m²,浦东,世纪公园,浦东 世纪公园 金博尚品,31.2227668762,121.559333801
159,越界明园,徐汇-衡山路/肇嘉浜- 复兴中路1199号靠近嘉善路, 纯写字楼(甲级), 2004 9, 6, 18元/m²•月,4.06元/m²•天,,徐汇,衡山路/肇嘉浜,徐汇 衡山路/肇嘉浜 越界明园,31.2016716003,121.448776245
160,大生大楼,黄浦-南京东路- 九江路230号, 纯写字楼(甲级), 2001 2, 5, 2元/m²•月,,,黄浦,南京东路,黄浦 南京东路 大生大楼,31.2426395416,121.492080688
161,屹源产业园,闵行-春申/老闵行- 闵行区金都路1288弄, 纯写字楼(甲级), 2008 6, 8, 3元/m²•月,1.83元/m²•天,,闵行,春申/老闵行,闵行 春申/老闵行 屹源产业园,31.0148181915,121.424430847
162,福克斯(虹梅南路)大厦,闵行-春申/老闵行- 虹梅南路2599号, 纯写字楼(甲级), 2004 8, 6, 8元/m²•月,,,闵行,春申/老闵行,闵行 春申/老闵行 福克斯(虹梅南路)大厦,31.0148181915,121.424430847
163,智苑文创空间,闸北-大宁绿地- 闸北区共和路2802号, 纯写字楼(甲级), , 0, 12元/m²•月,3.49元/m²•天,,闸北,大宁绿地,闸北 大宁绿地 智苑文创空间,31.290977478,121.456634521
164,虹桥观邸,"闵行-华漕- 季乐璐,近联友路", 纯写字楼(甲级), 2016 12, 11, 6元/m²•月,null,,闵行,华漕,闵行 华漕 虹桥观邸,31.2284297943,121.335517883
165,上海华电大厦,浦东-世博- 国展路839号, 纯写字楼(甲级), 2017 1, 26, 35元/m²•月,6.08元/m²•天,,浦东,世博,浦东 世博 上海华电大厦,30.8843860626,121.40864563
166,雅居乐国际广场,黄浦-人民广场- 西藏中路525号, 酒店写字楼(甲级), 2009 12, 37, 45元/m²•月,3.33元/m²•天,,黄浦,人民广场,黄浦 人民广场 雅居乐国际广场,31.2421798706,121.479621887
167,东宇商务楼,徐汇-万体馆- 漕溪路169号, 纯写字楼(乙级), , 5, 5元/m²•月,,,徐汇,万体馆,徐汇 万体馆 东宇商务楼,31.1808815002,121.442497253
168,T25创意园,徐汇-田林- 苍梧路25号, 纯写字楼(乙级), 2012 6, 4, 9元/m²•月,,,徐汇,田林,徐汇 田林 T25创意园,31.1600284576,121.454490662
169,800秀创意园区,静安-静安寺- 常德路800号(靠近昌平路), 商业综合体楼(甲级), 2009 8, 6, 20元/m²•月,6.08元/m²•天,,静安,静安寺,静安 静安寺 800秀创意园区,31.2537517548,121.45539093
170,智富源大厦,虹口-四川北路- 广中路88号, 酒店写字楼(乙级), 2009 12, 15, 12元/m²•月,,,虹口,四川北路,虹口 四川北路 智富源大厦,31.2817058563,121.484130859
171,海文商务楼,徐汇-万体馆- 斜土路2897弄, 纯写字楼(丙级), , 7, 0.001元/m²•月,,,徐汇,万体馆,徐汇 万体馆 海文商务楼,31.1929931641,121.447402954
172,南京商务大厦,黄浦-人民广场- 南京东路233号, 纯写字楼(乙级), 2002 8, 6, 25元/m²•月,,,黄浦,人民广场,黄浦 人民广场 南京商务大厦,31.2360095978,121.478942871
173,华融大厦,浦东-八佰伴- 浦东南路1271号, 纯写字楼(甲级), 1905 6, 31, 23元/m²•月,5.07元/m²•天,,浦东,八佰伴,浦东 八佰伴 华融大厦,31.2321662903,121.523948669
174,福克斯（联农）商务中心,闵行-莘庄- 联农路179号, 纯写字楼(甲级), , , ,,,闵行,莘庄,闵行 莘庄 福克斯（联农）商务中心,31.1119861603,121.38520813
175,悦达国际大厦,普陀-长寿路- 长寿路1118号A栋、B栋, 纯写字楼(甲级), 2005 6, 26, 6.8元/m²•月,3.85元/m²•天,19800元/m²,普陀,长寿路,普陀 长寿路 悦达国际大厦,31.2369747162,121.433670044
176,新南丽都,松江-九亭- 沪松公路2751弄409室, 纯写字楼(乙级), 2007 9, 12, 3.88元/m²•月,,,松江,九亭,松江 九亭 新南丽都,31.1150474548,121.285743713
177,磐石虹三商务楼,长宁-古北- 古羊路158号, 纯写字楼(乙级), 2005 1, 5, 16.3元/m²•月,,,长宁,古北,长宁 古北 磐石虹三商务楼,31.2002620697,121.400032043
178,沧源科技园,闵行-春申/老闵行- 剑川路951号, 纯写字楼(乙级), , 8, 4元/m²•月,1.62元/m²•天,,闵行,春申/老闵行,闵行 春申/老闵行 沧源科技园,31.0329666138,121.427482605
179,金山万达广场,金山-金山商圈- 龙航路龙皓路, 纯写字楼(), , 0, ,,,金山,金山商圈,金山 金山商圈 金山万达广场,30.7638149261,121.344009399
180,联强国际广场一期,长宁-虹桥临空经济园区- 天山西路1068号, 纯写字楼(甲级), 2010 1, 10, 24元/m²•月,,,长宁,虹桥临空经济园区,长宁 虹桥临空经济园区 联强国际广场一期,31.2263641357,121.361022949
181,瑞金大厦,卢湾-淮海路/新天地- 茂名南路与复兴中路交叉口, 纯写字楼(乙级), 1998 5, 27, 31元/m²•月,6.26元/m²•天,,卢湾,淮海路/新天地,卢湾 淮海路/新天地 瑞金大厦,31.2198467255,121.469482422
182,全方位数码城,闵行-颛桥- 都会路1699号, 纯写字楼(甲级), 2016 , 15, 6元/m²•月,1.72元/m²•天,,闵行,颛桥,闵行 颛桥 全方位数码城,31.0740127563,121.407485962
183,馥敦坊综合楼,虹口-曲阳- 四达路58弄22-29号, 纯写字楼(乙级), , 3, ,,,虹口-曲阳, 四达路58弄22,虹口-曲阳  四达路58弄22 馥敦坊综合楼,31.2740898132,121.49797821
184,财富汇,静安-江宁路- 北京西路1701号，近胶州路, 纯写字楼(甲级), 2010 1, 15, 24元/m²•月,,,静安,江宁路,静安 江宁路 财富汇,31.2451133728,121.454925537
185,D1国际创意空间,徐汇-徐家汇- 天钥桥路909-915号, 纯写字楼(甲级), 2001 4, 7, 6元/m²•月,4.06元/m²•天,,徐汇-徐家汇, 天钥桥路909,徐汇-徐家汇  天钥桥路909 D1国际创意空间,31.1850605011,121.45161438
186,新业大楼,徐汇-漕河泾- 田林路388号, 纯写字楼(甲级), 1995 1, 12, 4.7元/m²•月,3.55元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 新业大楼,31.1729717255,121.40511322
187,东方金融广场,浦东-八佰伴- 世纪大道1168号, 纯写字楼(甲级), 2011 10, 23, 28元/m²•月,7.61元/m²•天,,浦东,八佰伴,浦东 八佰伴 东方金融广场,31.2274017334,121.509429932
188,优房商务中心,闵行-七宝- 中春路7628号, 纯写字楼(乙级), , 5, 8元/m²•月,2.23元/m²•天,,闵行,七宝,闵行 七宝 优房商务中心,31.1518478394,121.34979248
189,三湘商业广场,松江-松江- 横港路18弄, 纯写字楼(甲级), , 2, ,,,松江,松江,松江 松江 三湘商业广场,31.1227684021,121.266479492
190,华敏翰尊国际商务大厦,长宁-中山公园- 长宁-地铁中山公园-华敏翰尊国际商务大厦 长宁附近或中山公园, 纯写字楼(甲级), , 1, 25元/m²•月,4.87元/m²•天,32000元/m²,长宁-中山公园- 长宁,地铁中山公园,长宁-中山公园- 长宁 地铁中山公园 华敏翰尊国际商务大厦,31.2298221588,121.425445557
191,北上海创意港,宝山-共康- 泰和路2038号, 纯写字楼(甲级), , 0, 9元/m²•月,1.83元/m²•天,,宝山,共康,宝山 共康 北上海创意港,31.3619194031,121.44493866
192,竟衡大厦,青浦-青浦- 沪青平公路2008号, 酒店写字楼(甲级), , 20, 10元/m²•月,,,青浦,青浦,青浦 青浦 竟衡大厦,31.1712036133,121.276390076
193,SOHO三期,浦东-张江高科- 祖冲之路889号, 纯写字楼(乙级), , 4, 4.5元/m²•月,,,浦东,张江高科,浦东 张江高科 SOHO三期,31.1867904663,121.373817444
194,滨江创意产业园,杨浦-平凉/杨浦外滩- 杨树浦路2218号, 纯写字楼(乙级), , 4, ,,,杨浦,平凉/杨浦外滩,杨浦 平凉/杨浦外滩 滨江创意产业园,31.27094841,121.554161072
195,万科时一区,闵行-华漕- 申长路泰虹路, 纯写字楼(甲级), , 15, 33元/m²•月,3.65元/m²•天,,闵行,华漕,闵行 华漕 万科时一区,31.2069072723,121.317100525
196,东华大学科技园,长宁-虹桥临空经济园区- 金钟路658号, 纯写字楼(乙级), 2004 9, 6, 2.2元/m²•月,3.5元/m²•天,,长宁,虹桥临空经济园区,长宁 虹桥临空经济园区 东华大学科技园,31.2283191681,121.364845276
197,燕兴大厦,普陀-长寿路- 江宁路1306弄12号, 纯写字楼(丙级), 2002 6, 24, 3元/m²•月,2.84元/m²•天,25800元/m²,普陀,长寿路,普陀 长寿路 燕兴大厦,31.2528305054,121.44834137
198,明园商务中心,徐汇-淮海西路- 复兴中路1199号, 纯写字楼(乙级), 2007 3, 6, 22元/m²•月,4.15元/m²•天,,徐汇,淮海西路,徐汇 淮海西路 明园商务中心,31.2182312012,121.465301514
199,SOHO天山广场,长宁-天山路- 遵义路与天山路交汇处, 纯写字楼(甲级), 2016 12, 31, 38元/m²•月,6.08元/m²•天,,长宁,天山路,长宁 天山路 SOHO天山广场,31.2152557373,121.414924622
200,灿虹精英大厦,闵行-虹桥镇- 吴中路1049号, 纯写字楼(甲级), , 0, 9元/m²•月,3.04元/m²•天,,闵行,虹桥镇,闵行 虹桥镇 灿虹精英大厦,31.1824398041,121.395065308
201,万源创意园,静安-曹家渡- 万航渡路733号, 纯写字楼(乙级), 2006 8, 4, 16元/m²•月,,,静安,曹家渡,静安 曹家渡 万源创意园,31.2347450256,121.435371399
202,众城大厦,浦东-八佰伴- 东方路818号, 纯写字楼(乙级), 1996 1, 25, 19.5元/m²•月,4.06元/m²•天,25000元/m²,浦东,八佰伴,浦东 八佰伴 众城大厦,31.232465744,121.532058716
203,长峰名光大厦,长宁-中山公园- 定西路1277号, 纯写字楼(丙级), 1998 1, 32, 30元/m²•月,2.64元/m²•天,,长宁,中山公园,长宁 中山公园 长峰名光大厦,31.2217350006,121.42855072
204,民生文化城,浦东-陆家嘴- 民生路3号, 纯写字楼(甲级), 2016 03, , ,,,浦东,陆家嘴,浦东 陆家嘴 民生文化城,31.2445545197,121.509902954
205,大来大楼,黄浦-外滩- 广东路51号, 纯写字楼(甲级), , 0, 37元/m²•月,7.79元/m²•天,,黄浦,外滩,黄浦 外滩 大来大楼,31.2396144867,121.496665955
206,东方国际贸易中心,浦东-外高桥- 马吉路2号, 纯写字楼(甲级), 2008 12, 38, 20.2元/m²•月,,,浦东,外高桥,浦东 外高桥 东方国际贸易中心,31.3483295441,121.593742371
207,峰华大楼,虹口-曲阳- 赤峰路305号, 综合写字楼(乙级), 2005 6, 22, 2元/m²•月,,,虹口,曲阳,虹口 曲阳 峰华大楼,31.2875041962,121.501525879
208,尚凯商务大厦,杨浦-平凉/杨浦外滩- 江浦路1000号, 纯写字楼(乙级), 2008 6, 21, 8.9元/m²•月,3.55元/m²•天,,杨浦,平凉/杨浦外滩,杨浦 平凉/杨浦外滩 尚凯商务大厦,31.2728271484,121.52910614
209,盛鏞智慧科技园,浦东-周浦- 宣秋路858号, 纯写字楼(甲级), 2016 12, 9, 6元/m²•月,,,浦东,周浦,浦东 周浦 盛鏞智慧科技园,30.8843860626,121.40864563
210,海德堡中心,浦东-张江高科- 张江路75号, 纯写字楼(甲级), 2017 10, 5, 15元/m²•月,4.06元/m²•天,,浦东,张江高科,浦东 张江高科 海德堡中心,30.8843860626,121.40864563
211,东华金融大厦,浦东-外高桥- 马吉路28号, 纯写字楼(甲级), 2012 1, 34, 8.9元/m²•月,1.72元/m²•天,,浦东,外高桥,浦东 外高桥 东华金融大厦,31.3544597626,121.595275879
212,松云银座,松江-松江- 文翔路1000号, 纯写字楼(甲级), , 0, 0.001元/m²•月,,,松江,松江,松江 松江 松云银座,31.048789978,121.242156982
213,和平国际商务港,浦东-浦东外环- 沪南路2651号, 商业综合体楼(甲级), 2012 11, 15, ,4.22元/m²•天,,浦东,浦东外环,浦东 浦东外环 和平国际商务港,31.1532382965,121.574806213
214,中煌大厦,徐汇-万体馆- 中山南二路1007号, 纯写字楼(甲级), 2005 1, 18, 20元/m²•月,null,,徐汇,万体馆,徐汇 万体馆 中煌大厦,31.1872463226,121.452331543
215,解放日报大厦（闵行）,闵行-莘庄- 都市路4855号, 纯写字楼(甲级), , 0, 23元/m²•月,4.26元/m²•天,,闵行,莘庄,闵行 莘庄 解放日报大厦（闵行）,31.1098022461,121.395317078
216,海洋石油大厦,徐汇-万体馆- 零陵路583号, 纯写字楼(乙级), 1992 1, 28, 12元/m²•月,3.55元/m²•天,,徐汇,万体馆,徐汇 万体馆 海洋石油大厦,31.1951179504,121.454124451
