,Unnamed: 0,name,address,type,buil_time,floors,property_fee,rent,rent_more,area,location,address_for_coordinate,latitude,longitude
635,637,城开国际大厦,徐汇-徐家汇- 虹桥路355号, 纯写字楼(甲级), 2007 11, 15, 28元/m²•月,6.4元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 城开国际大厦,31.1998348236,121.437721252
636,638,安基大厦,黄浦-老西门- 西藏南路760号, 纯写字楼(甲级), 2003 1, 23, 19元/m²•月,3.04元/m²•天,18983元/m²,黄浦,老西门,黄浦 老西门 安基大厦,31.2204322815,121.491462708
637,639,E通世界甲等商务功能园,青浦-徐泾- 华徐公路999号 685号 966号, 纯写字楼(甲级), , 13, 10元/m²•月,1.63元/m²•天,,青浦,徐泾,青浦 徐泾 E通世界甲等商务功能园,31.2059211731,121.26965332
638,640,白玉兰环保广场,杨浦-黄兴公园- 松花江路251弄, 纯写字楼(乙级), 2008 8, 24, 15元/m²•月,2.94元/m²•天,18000元/m²,杨浦,黄兴公园,杨浦 黄兴公园 白玉兰环保广场,31.2989253998,121.542320251
639,641,炬芯研发大楼,浦东-张江高科- 祥科路58号, 纯写字楼(甲级), 2015 3, 11, 15元/m²•月,3.33元/m²•天,,浦东,张江高科,浦东 张江高科 炬芯研发大楼,31.1853981018,121.61125946
640,642,浦东金融广场,浦东-陆家嘴- 浦东南路899号, 纯写字楼(甲级), 2018 1, 20, 40元/m²•月,6.59元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 浦东金融广场,31.2373752594,121.52142334
641,643,浦江意优国际广场,闵行-浦江- 恒南路1111号, 纯写字楼(甲级), , , ,1.87元/m²•天,,闵行,浦江,闵行 浦江 浦江意优国际广场,29.526266098,119.910484314
642,644,汇阳广场,徐汇-田林- 田林东路55号, 纯写字楼(甲级), , 21, 28元/m²•月,4.49元/m²•天,,徐汇,田林,徐汇 田林 汇阳广场,31.1805438995,121.439804077
644,646,金领之都B区,浦东-金桥开发区- 申江路2885号, 纯写字楼(甲级), 2012 8, 11, 1.14元/m²•月,3.04元/m²•天,20000元/m²,浦东,金桥开发区,浦东 金桥开发区 金领之都B区,31.2575416565,121.632583618
646,648,科汇大厦,徐汇-漕河泾- 钦州北路1188号, 纯写字楼(甲级), 2016 11, 20, 28.5元/m²•月,4.38元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 科汇大厦,31.1717357635,121.43586731
647,649,绿地海外滩中心B幢,卢湾-打浦桥- 龙华东路886号, 纯写字楼(甲级), 2011 4, 18, 27元/m²•月,5.07元/m²•天,32000元/m²,卢湾,打浦桥,卢湾 打浦桥 绿地海外滩中心B幢,31.199262619,121.479469299
649,651,天安数码城虹控T创园,虹口-北外滩- 临潼路170号, 纯写字楼(甲级), 2017 08, 8, 17元/m²•月,4.56元/m²•天,,虹口,北外滩,虹口 北外滩 天安数码城虹控T创园,31.252866745,121.50201416
651,653,光明大厦,黄浦-外滩- 金陵东路2号, 纯写字楼(甲级), 1992 12, 30, 30元/m²•月,6.29元/m²•天,,黄浦,外滩,黄浦 外滩 光明大厦,31.2376613617,121.499069214
653,655,智慧树创意园,杨浦-控江- 江浦路1500号, 纯写字楼(甲级), , 0, 12元/m²•月,4.05元/m²•天,,杨浦,控江,杨浦 控江 智慧树创意园,31.2603588104,121.505149841
654,656,X2创意园区2期,徐汇-徐家汇- 小木桥路458号, 纯写字楼(甲级), 2017 03, 5, 18元/m²•月,4.88元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 X2创意园区2期,31.1963672638,121.395530701
655,657,雍和创智广场,闸北-彭浦- 永和路456号, 纯写字楼(甲级), 2010 9, 6, 9元/m²•月,3.04元/m²•天,,闸北,彭浦,闸北 彭浦 雍和创智广场,31.2944946289,121.444519043
656,658,远东国际广场,长宁-虹桥开发区- 仙霞路317号, 纯写字楼(甲级), 2000 10, 31, 25元/m²•月,5.58元/m²•天,35000元/m²,长宁,虹桥开发区,长宁 虹桥开发区 远东国际广场,31.2123737335,121.407203674
660,662,联合汽车广场,闸北-大宁绿地- 沪太路1118号, 纯写字楼(甲级), 2012 12, 0, ,4.11元/m²•天,,闸北,大宁绿地,闸北 大宁绿地 联合汽车广场,31.2810115814,121.435066223
664,666,香港广场,卢湾-淮海路/新天地- 淮海中路283号, 纯写字楼(甲级), 1998 12, 38, 32元/m²•月,7.1元/m²•天,,卢湾,淮海路/新天地,卢湾 淮海路/新天地 香港广场,31.2295780182,121.481391907
667,669,科恩国际中心,静安-南京西路- 陕西北路66号, 纯写字楼(甲级), 2000 1, 29, 30元/m²•月,4.57元/m²•天,,静安,南京西路,静安 南京西路 科恩国际中心,31.2312831879,121.463218689
669,671,国际金融家,浦东-竹园商贸区- 浦电路400号, 酒店写字楼(丙级), 2000 6, 30, 4.5元/m²•月,3.29元/m²•天,,浦东,竹园商贸区,浦东 竹园商贸区 国际金融家,31.2457447052,121.677520752
675,677,东海广场,静安-静安寺- 南京西路1486号, 纯写字楼(甲级), , 0, 18元/m²•月,5.58元/m²•天,40000元/m²,静安,静安寺,静安 静安寺 东海广场,31.2326564789,121.454963684
677,679,鸿元中心,徐汇-漕河泾- 上海徐汇区古美路1528号A3, 纯写字楼(甲级), , 10, 19.7元/m²•月,4.87元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 鸿元中心,31.169626236,121.404197693
679,681,康宁大厦,黄浦-老西门- 中华路1359号, 纯写字楼(乙级), , 8, 21元/m²•月,4.36元/m²•天,,黄浦,老西门,黄浦 老西门 康宁大厦,31.2252693176,121.491889954
680,682,湾谷科技园,杨浦-新江湾城- 国权北路1600号, 纯写字楼(甲级), , 0, 12元/m²•月,3.09元/m²•天,,杨浦,新江湾城,杨浦 新江湾城 湾谷科技园,31.343372345,121.508842468
683,685,岚桥国际大厦,浦东-八佰伴- 世纪大道１１２８号, 纯写字楼(甲级), , 0, 31元/m²•月,6.91元/m²•天,,浦东,八佰伴,浦东 八佰伴 岚桥国际大厦,31.2360229492,121.528053284
686,688,东航滨江中心,徐汇-龙华- 龙兰路277号, 纯写字楼(甲级), 2017 07, 21, 32元/m²•月,5.07元/m²•天,,徐汇,龙华,徐汇 龙华 东航滨江中心,31.1691513062,121.446235657
688,690,外滩华融大厦,黄浦-外滩- 中山东二路15号(金陵路口), 纯写字楼(甲级), 1997 4, 12, 21元/m²•月,8元/m²•天,,黄浦,外滩,黄浦 外滩 外滩华融大厦,31.2366390228,121.500160217
692,694,上海星汇广场,杨浦-新江湾城- 淞沪路与殷高东路交汇处, 纯写字楼(甲级), , 0, 15元/m²•月,3.04元/m²•天,,杨浦,新江湾城,杨浦 新江湾城 上海星汇广场,31.3233737946,121.512420654
694,696,半岛1919滨江文化创意园,宝山-吴淞- 淞兴西路258号, 纯写字楼(乙级), , 2, 30元/m²•月,2.03元/m²•天,,宝山,吴淞,宝山 吴淞 半岛1919滨江文化创意园,31.3731880188,121.49432373
695,697,海盈商务中心,长宁-虹桥开发区- 威宁路333号, 纯写字楼(乙级), , 6, 6元/m²•月,4.26元/m²•天,,长宁,虹桥开发区,长宁 虹桥开发区 海盈商务中心,31.20794487,121.411468506
696,698,绿地阳光园,虹口-凉城路/虹口足球场- 西江湾路500号, 纯写字楼(乙级), 2006 7, 4, 15元/m²•月,4.05元/m²•天,,虹口,凉城路/虹口足球场,虹口 凉城路/虹口足球场 绿地阳光园,31.2793807983,121.485473633
697,699,富海商务苑,浦东-张江高科- 张江高科园区毕升路299弄, 纯写字楼(甲级), 2005 4, 6, 10元/m²•月,3.04元/m²•天,,浦东,张江高科,浦东 张江高科 富海商务苑,31.1905288696,121.591194153
698,700,新漕河泾大厦,徐汇-漕河泾- 漕宝路509号, 纯写字楼(乙级), 1995 3, 20, 28元/m²•月,3.55元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 新漕河泾大厦,31.1697044373,121.411972046
699,701,留学生博物馆,松江-松江- 茸梅路与梅家浜路交汇处, 纯写字楼(甲级), 2014 06, 5, 1.8元/m²•月,1.83元/m²•天,,松江,松江,松江 松江 留学生博物馆,31.1582832336,121.143035889
700,702,茸锦科技园,闵行-浦江- 恒南路399号, 纯写字楼(甲级), 2016 10, 10, 6元/m²•月,1.62元/m²•天,,闵行,浦江,闵行 浦江 茸锦科技园,31.0935382843,121.42502594
702,704,绿地新江湾大厦,杨浦-新江湾城- 民府路905号, 纯写字楼(甲级), 2016 03, , ,3.65元/m²•天,,杨浦,新江湾城,杨浦 新江湾城 绿地新江湾大厦,31.3333835602,121.520645142
705,707,裕安大厦,浦东-八佰伴- 东方路738号, 纯写字楼(甲级), 1995 5, 29, 20.8元/m²•月,4.33元/m²•天,29000元/m²,浦东,八佰伴,浦东 八佰伴 裕安大厦,31.2349395752,121.531272888
708,710,金岸大厦,虹口-北外滩- 东大名路 908号, 纯写字楼(乙级), 1905 6, 28, 3元/m²•月,4.06元/m²•天,40000元/m²,虹口,北外滩,虹口 北外滩 金岸大厦,31.2562770844,121.511924744
710,712,漕河泾开发区松江高科技园,松江-松江- 莘砖公路518号, 纯写字楼(甲级), 2008 10, 12, 5.1元/m²•月,5.07元/m²•天,11000元/m²,松江,松江,松江 松江 漕河泾开发区松江高科技园,31.0989551544,121.325271606
711,713,2577创意大院,徐汇-龙华- 龙华路2577号, 纯写字楼(乙级), 2005 8, 2, 12元/m²•月,4.56元/m²•天,,徐汇,龙华,徐汇 龙华 2577创意大院,31.1832752228,121.458305359
712,714,绿地滨江中央广场,杨浦-平凉/杨浦外滩- 平凉路1326弄, 纯写字楼(甲级), 2017 10, 18, 25元/m²•月,4.66元/m²•天,,杨浦,平凉/杨浦外滩,杨浦 平凉/杨浦外滩 绿地滨江中央广场,31.2684593201,121.543693542
713,715,科技京城大厦东座,黄浦-外滩- 北京东路668号, 纯写字楼(甲级), 1997 1, 32, 23.2元/m²•月,3.04元/m²•天,20000元/m²,黄浦,外滩,黄浦 外滩 科技京城大厦东座,31.2447929382,121.484077454
718,720,新发现才富园,长宁-延安西路- 杨宅路255号, 纯写字楼(乙级), 2010 10, 6, 17元/m²•月,4.56元/m²•天,,长宁,延安西路,长宁 延安西路 新发现才富园,31.2086181641,121.423370361
721,723,绿洲大厦,长宁-中山公园- 中山西路555号, 纯写字楼(乙级), 1997 1, 25, 4.8元/m²•月,12.23元/m²•天,,长宁,中山公园,长宁 中山公园 绿洲大厦,31.2196464539,121.41910553
722,724,哈密大楼,黄浦-外滩- 园明园路149号, 纯写字楼(甲级), 1927 05, 6, 30元/m²•月,3.89元/m²•天,,黄浦,外滩,黄浦 外滩 哈密大楼,31.247718811,121.494644165
723,725,昌平大厦,静安-江宁路- 昌平路363号, 纯写字楼(甲级), 1998 4, 7, 18元/m²•月,11.56元/m²•天,,静安,江宁路,静安 江宁路 昌平大厦,31.2428092957,121.455184937
724,726,中星城,徐汇-上海南站- 钦州南路271号, 纯写字楼(甲级), 2013 11, 21, 28元/m²•月,5.07元/m²•天,,徐汇,上海南站,徐汇 上海南站 中星城,31.1651382446,121.435440063
726,728,佑越国际,浦东-张江高科- 祥科路298号, 纯写字楼(甲级), 2017 07, 8, 16元/m²•月,4.06元/m²•天,,浦东,张江高科,浦东 张江高科 佑越国际,30.8843860626,121.40864563
727,729,东吴证券大厦,黄浦-南京东路- 西藏南路1208号, 纯写字楼(甲级), 2010 1, 20, 24元/m²•月,5.58元/m²•天,,黄浦,南京东路,黄浦 南京东路 东吴证券大厦,31.2145595551,121.493080139
728,730,中国保险大厦,浦东-陆家嘴- 陆家嘴东路166号, 纯写字楼(甲级), 1999 10, 39, 30元/m²•月,8.52元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 中国保险大厦,31.2422351837,121.516113281
729,731,圣爱广场,徐汇-徐家汇- 漕溪北路88号, 纯写字楼(甲级), 2000 12, 27, 22元/m²•月,4.87元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 圣爱广场,31.1993141174,121.443771362
732,734,张江.华鑫慧天地,浦东-张江高科- 浦东丹桂路999号, 纯写字楼(甲级), , , ,4.06元/m²•天,,浦东,张江高科,浦东 张江高科 张江.华鑫慧天地,31.2108249664,121.591850281
735,737,长宁东朔商务中心,长宁-延安西路- 昭化路505号, 纯写字楼(乙级), 2014 , 5, 17元/m²•月,5.07元/m²•天,,长宁,延安西路,长宁 延安西路 长宁东朔商务中心,31.2178134918,121.428596497
738,740,中油大厦,浦东-竹园商贸区- 东方路969号, 纯写字楼(甲级), 2000 2, 32, 27元/m²•月,6.08元/m²•天,,浦东,竹园商贸区,浦东 竹园商贸区 中油大厦,31.2283554077,121.535354614
739,741,浦东海怡花园,浦东-陆家嘴- 松林路111号, 纯写字楼(甲级), 1998 06, 3, 5元/m²•月,5.07元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 浦东海怡花园,30.8843860626,121.40864563
740,742,易园,长宁-中山公园- 安化路492号(近凯旋路), 纯写字楼(乙级), 2009 1, 6, 18元/m²•月,5.07元/m²•天,,长宁,中山公园,长宁 中山公园 易园,31.2278347015,121.426574707
741,743,城建大厦,浦东-上南地区- 成山路220弄, 综合写字楼(甲级), 2004 6, 18, 2.7元/m²•月,4.39元/m²•天,,浦东,上南地区,浦东 上南地区 城建大厦,31.1760482788,121.501976013
745,747,解放大厦,闵行-莘庄- 都市路4855号, 纯写字楼(甲级), 2012 10, 22, 28元/m²•月,4.36元/m²•天,,闵行,莘庄,闵行 莘庄 解放大厦,31.1098155975,121.395866394
746,748,莘东置业大厦,闵行-莘庄- 莘福路388号, 纯写字楼(甲级), 2011 8, 12, 6元/m²•月,2.33元/m²•天,,闵行,莘庄,闵行 莘庄 莘东置业大厦,31.1128387451,121.367866516
748,750,上海人才大厦,闸北-火车站- 梅园路77号, 纯写字楼(甲级), , 28, 20元/m²•月,3.02元/m²•天,,闸北,火车站,闸北 火车站 上海人才大厦,31.2481021881,121.466621399
750,752,英沃工场,徐汇-万体馆- 漕宝路36号, 纯写字楼(甲级), 2016 01, , ,5.68元/m²•天,,徐汇,万体馆,徐汇 万体馆 英沃工场,31.1946277618,121.448524475
751,753,万街303,徐汇-上海南站- 上中路303号, 纯写字楼(乙级), 2016 9, 6, 9元/m²•月,2.74元/m²•天,,徐汇,上海南站,徐汇 上海南站 万街303,31.1595058441,121.435447693
752,754,中环国际大厦,杨浦-五角场- 淞沪路161号, 商业综合体楼(乙级), 2004 12, 26, 8元/m²•月,3.65元/m²•天,,杨浦,五角场,杨浦 五角场 中环国际大厦,31.3090267181,121.519828796
753,755,新梅华东大酒店,闸北-火车站- 天目西路111号, 纯写字楼(甲级), 1993 12, 20, 21元/m²•月,4.06元/m²•天,,闸北,火车站,闸北 火车站 新梅华东大酒店,31.2527351379,121.464164734
754,756,瑞金商务中心,徐汇-徐家汇- 建国西路91弄, 纯写字楼(甲级), 1997 8, 20, 20元/m²•月,3.95元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 瑞金商务中心,31.2112350464,121.471710205
755,757,中汇大厦,黄浦-城隍庙- 上海黄浦区河南南路16号, 纯写字楼(乙级), 2000 1, 8, 30元/m²•月,3.24元/m²•天,,黄浦,城隍庙,黄浦 城隍庙 中汇大厦,31.2361526489,121.493148804
757,759,汇融大厦,普陀-曹杨- 曹杨路535号, 纯写字楼(乙级), 2013 3, 20, 19元/m²•月,4.87元/m²•天,30000元/m²,普陀,曹杨,普陀 曹杨 汇融大厦,31.2428531647,121.424560547
761,763,凯瑞大厦,"浦东-张江高科- 纳贤路,近荣科路", 纯写字楼(甲级), 2017 07, 18, 28元/m²•月,5.17元/m²•天,,浦东,张江高科,浦东 张江高科 凯瑞大厦,30.8843860626,121.40864563
762,764,长航大厦,浦东-八佰伴- 张杨路818号, 纯写字楼(乙级), 2000 12, 27, 24元/m²•月,4.36元/m²•天,,浦东,八佰伴,浦东 八佰伴 长航大厦,31.2342834473,121.528366089
763,765,海富花园,浦东-北蔡/塘桥- 东方路1369号, 纯写字楼(丙级), 1998 10, 23, 3.8元/m²•月,3.04元/m²•天,,浦东,北蔡/塘桥,浦东 北蔡/塘桥 海富花园,31.2190532684,121.535934448
764,766,乾锦创业园,闵行-莘庄- 七莘路50号, 纯写字楼(甲级), 2014 10, 5, ,3.65元/m²•天,,闵行,莘庄,闵行 莘庄 乾锦创业园,31.1161193848,121.385627747
766,768,生物大厦,长宁-延安西路- 延安西路1326号, 纯写字楼(乙级), 2006 10, 24, 17元/m²•月,3.55元/m²•天,,长宁,延安西路,长宁 延安西路 生物大厦,31.2159252167,121.432167053
768,770,迎龙大厦,长宁-延安西路- 延安西路与定西路交叉口, 纯写字楼(甲级), 2003 12, 24, 30元/m²•月,3.55元/m²•天,,长宁,延安西路,长宁 延安西路 迎龙大厦,31.2157173157,121.431030273
771,773,华通大厦,静安-江宁路- 西康路600弄1号, 纯写字楼(乙级), 1999 , 26, 30元/m²•月,3.28元/m²•天,20040元/m²,静安,江宁路,静安 江宁路 华通大厦,31.2415409088,121.452934265
772,774,尚浦领世,杨浦-五角场- 杨浦区淞沪路、殷高路、闸殷路, 纯写字楼(甲级), 2014 6, 0, 5.9元/m²•月,5.58元/m²•天,,杨浦,五角场,杨浦 五角场 尚浦领世,31.3232440948,121.515968323
775,777,中港汇大厦,普陀-长寿路- 长寿路868号, 纯写字楼(甲级), , 0, 21元/m²•月,6.3元/m²•天,,普陀,长寿路,普陀 长寿路 中港汇大厦,31.2418384552,121.436920166
777,779,8号桥一期,卢湾-打浦桥- 建国中路8-10号, 商业综合体楼(乙级), 2004 12, 9, 24元/m²•月,5.07元/m²•天,,卢湾-打浦桥, 建国中路8,卢湾-打浦桥  建国中路8 8号桥一期,31.2164154053,121.477348328
779,781,华狮广场,卢湾-淮海路/新天地- 淮海中路688号, 纯写字楼(甲级), , 5, ,4.01元/m²•天,,卢湾,淮海路/新天地,卢湾 淮海路/新天地 华狮广场,31.2258319855,121.471786499
780,782,旺旺大厦,静安-南京西路- 石门一路211号, 纯写字楼(甲级), 2007 2, 20, 30元/m²•月,6.59元/m²•天,,静安,南京西路,静安 南京西路 旺旺大厦,31.2340183258,121.468765259
783,785,建设大厦,黄浦-外滩- 江西中路181号, 纯写字楼(甲级), , 16, 24元/m²•月,5.48元/m²•天,,黄浦,外滩,黄浦 外滩 建设大厦,31.2405376434,121.493812561
785,787,浦江科技广场,闵行-浦江- 陈行路2388号, 纯写字楼(甲级), , 25, 9.3元/m²•月,2.7元/m²•天,,闵行,浦江,闵行 浦江 浦江科技广场,31.1027641296,121.513954163
787,789,百汇园,徐汇-徐家汇- 宛平南路1518弄, 纯写字楼(甲级), 2008 03, 0, 29元/m²•月,6.08元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 百汇园,31.2002086639,121.443481445
788,790,西子国际中心,闵行-莘庄- 秀文路898号, 纯写字楼(甲级), 2013 12, 0, 23元/m²•月,3.65元/m²•天,,闵行,莘庄,闵行 莘庄 西子国际中心,31.1293125153,121.37008667
790,792,上海国际商厦,虹口-四川北路- 海宁路358号, 纯写字楼(甲级), 1994 10, 25, 6元/m²•月,3.55元/m²•天,,虹口,四川北路,虹口 四川北路 上海国际商厦,31.2629413605,121.489624023
791,793,上海电影广场,徐汇-徐家汇- 漕溪北路595号, 纯写字楼(甲级), 2012 12, 14, 28元/m²•月,5.63元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 上海电影广场,31.1926288605,121.444313049
798,800,海兴大厦,卢湾-打浦桥- 瑞金南路1号, 纯写字楼(甲级), 1999 10, 30, 10元/m²•月,3.86元/m²•天,18000元/m²,卢湾,打浦桥,卢湾 打浦桥 海兴大厦,31.2134399414,121.474891663
