,名称,地址,类型,级别,物业费,空调类型,客梯数,货梯数,车位月租金,地上车位数,网络通讯,地下车位数,物业公司,楼内配套,入驻企业,安防系统,楼层数,竣工时间,总面积,标准层面积,标准层高,地下车位数2,净高,开发商,大堂层高,是否涉外,可注册,开间面积,外墙,租金
1919,龙泽大厦,杨浦-杨浦外滩-杨浦宁国路313弄,综合写字楼,甲级,3,分体空调,1,1,200,50,电信、联通、移动,150,上海向荣地产投资顾问有限公司,银行、餐饮、便利店、商务中心,企业名称：大众物流，所属行业：物流/运输、企业名称：上海浩明企业管理咨询有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海兰亭建筑装潢有限公司，所属行业：房地产/建筑、企业名称：上海世泰实业有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海豪进贸易有限公司，所属行业：贸易/消费/制造/营运,银行、餐饮、便利店、商务中心,15,2006年5月,36428,700,3,150,2.9,上海益海房地产开发有限公司,4,False,True,48m²、144m²,涂料,2.5
1923,豌豆小镇,嘉定-南翔-嘉戬支路88号,商业综合体,甲级,5,,,,,,,,上海戬鸿物业管理有限公司,,,,2,2016年2月,,,,,,豌豆房地产开发有限公司,,True,True,,,0.99
1924,高阳商务中心,虹口-北外滩-东大名路879号,写字楼,甲级,21,,,,,,,,,,,,,,,,,,,,,True,True,,,3.55
1925,星月金融湾,浦东-北蔡-浦东新区北蔡镇罗山路4088弄,写字楼,甲级,,,,,,,,,,,,,,,,,,,,,,True,True,,,4.06
1926,统一企业大厦,长宁-虹桥临空经济园区-天山西路568号,商业综合体,乙级,22,集中式中央空调、半集中式中央空调,3,3,500,30,电信、联通、移动,80,,银行、ATM,企业名称：上海东方鳄鱼服饰有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海仰德贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：易优百办公用品有限公司，所属行业：贸易/消费/制造/营运、企业名称：北京普利讯科技发展有限公司，所属行业：房地产/建筑、企业名称：携程中国总部，所属行业：计算机/互联网/通信/电子,银行、ATM,8,2007年11月,27749,3000,3.6,80,2.5,上海卡帝乐鳄鱼实业有限公司,4,True,True,100m²、200m²、300m²、500m²,玻璃幕墙,3.85
1928,物资大厦,黄浦-外滩-北京东路465号,写字楼,甲级,20,集中式中央空调,2,1,1200,25,电信、联通、长城、移动、卫通,70,,银行、ATM、餐饮、便利店、商务中心、会议室、会展中心,企业名称：上海君耀电子有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海蔚永经贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海金国物业管理有限公司，所属行业：专业服务/教育/培训、企业名称：无锡市恒基石化配件有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海上洋特种线缆有限公司，所属行业：贸易/消费/制造/营运,银行、ATM、餐饮、便利店、商务中心、会议室、会展中心,28,1998年12月,33625,1027,3,70,2.5,上海物资贸易股份有限公司,5,True,True,48m²、126m²,玻璃幕墙,2.84
1929,龙峰大厦,长宁-延安西路-延安西路1566号,写字楼,甲级,23,,4,1,1300,34,电信、联通、移动、卫通,156,上海龙峰物业管理有限公司,ATM,企业名称：苏特恩斯国际货运代理（上海）有限公司，所属行业：物流/运输、企业名称：吕邓黎建筑咨询(上海)有限公司，所属行业：房地产/建筑、企业名称：中瑞信投资担保有限公司上海分公司，所属行业：会计/金融/银行/保险、企业名称：香港正诚集团有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海市医药股份有限公司，所属行业：贸易/消费/制造/营运、企业名称：飞世尔实验器材(上海)有限公司，所属行业：贸易/消费/制造/营运、企业名称：香港泰利莱中国有限公司上海代表处，所属行业：贸易/消费/制造/营运,ATM,20,2004年1月,25000,840,3.3,156,2.6,上海友力房地产发展有限公司,8,True,True,150m²、210m²、330m²,玻璃幕墙,5.58
1931,徐汇日月光中心,徐汇-万体馆-漕宝路33号,商业综合体,甲级,30,,,,,,,,日月光物业,,,,9,2017年04月,,,,,,上海鼎威房地产开发有限公司,,True,True,,,5.88
1932,华庆办公楼,静安-江宁路-武定路595号,写字楼,乙级,,,,,,,,,,,,,4,,,,,,,,,True,True,,,3.85
1934,安航企业中心,浦东-金桥-海市浦东新区金沪路,写字楼,甲级,2.3,,,,,,,,绿城物业服务集团有限公司,,,,5,2017年1月,,,,,,上海昊川置业有限公司,,True,True,,,1.93
1935,海螺大厦,徐汇-徐家汇-中山西路1277号,写字楼,乙级,25.9,,2,2,240,55,电信、联通、移动,50,上海海螺宾馆有限公司,便利店,企业名称：上海安统国际货运有限公司，所属行业：物流/运输、企业名称：莱克斯诺输送设备（无锡），所属行业：贸易/消费/制造/营运、企业名称：上海巴士汽车租赁服务有限公司，所属行业：政府/非赢利机构/其他、企业名称：也门阿拉旺贸易合作有限公司上，所属行业：贸易/消费/制造/营运、企业名称：桑芭日本贸易株式会社，所属行业：贸易/消费/制造/营运,便利店,26,2007年9月,19617,1509,3.5,50,3,上海纺织集团有限公司,4,True,True,40m²、80m²、180m²、190m²,涂料,4.06
1936,东方慧谷/文化信息产业中心,嘉定-嘉定城区-宝安公路2999号,写字楼,甲级,3.5,分体空调,8,4,30,150,电信,200,马陆镇资产管理有限公司,食堂、银行、ATM、餐饮、便利店、干洗店、商务中心、会议室、会展中心,,食堂、银行、ATM、餐饮、便利店、干洗店、商务中心、会议室、会展中心,12,2013年6月,500000,1500,5,200,5,上海东方文信科技有限公司,7,True,True,37m²、70m²,花岗石,1.83
1937,泛欧现代大厦,静安-大宁绿地-共和新路2449号,写字楼,甲级,4,分体空调,3,1,600,100,电信、联通、移动,100,上海安荣物业管理服务有限公司,银行、ATM、餐饮、便利店,企业名称：上海乐丁电子科技有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海和平发展起重设备厂有限公，所属行业：贸易/消费/制造/营运、企业名称：上海诚依服饰有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海锦湾电力设备有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海麦为贸易发展有限公司，所属行业：贸易/消费/制造/营运,银行、ATM、餐饮、便利店,14,2007年8月,15300,1300,5.6,100,2.7,上海兴现房地产有限公司,7,True,True,56m²、87m²,,2.28
1939,怡虹科技园,徐汇-漕河泾-虹漕路39号,创意园区,甲级,18,集中式中央空调,2,1,800,300,电信、联通、长城、铁通、移动、有线通,100,上海华鑫物业管理顾问有限公司,ATM、餐饮、便利店、食堂,企业名称：上海人和科学仪器有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海中赛服饰有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海科章电气有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海弗太机械有限公司，所属行业：贸易/消费/制造/营运、企业名称：长义贸易上海有限公司，所属行业：贸易/消费/制造/营运,ATM、餐饮、便利店、食堂,12,2005年12月,38130,1200,3.5,100,3,上海仪电管理顾问有限公司,5,False,True,103m²,玻璃幕墙,3.45
1941,城市概念创意园区,杨浦-五角场-隆昌路619号,写字楼,乙级,9,集中式中央空调,5,2,200,216,电信、联通、铁通、移动,,上海荣广集团,银行、ATM、餐饮、便利店、干洗店、商务中心、会议室、会展中心,企业名称：可的(乌鲁木齐店)，所属行业：贸易/消费/制造/营运、企业名称：上海美易拍摄影基地，所属行业：广告/媒体、企业名称：上海东部进出口有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海栋之蓝商贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海亿畅实业发展有限公司，所属行业：贸易/消费/制造/营运,银行、ATM、餐饮、便利店、干洗店、商务中心、会议室、会展中心,4,2011年11月,180000,8000,4.5,,3,上海荣广集团,7.5,False,True,400m²,面砖,2.84
1942,国家开发银行大厦,浦东-陆家嘴-浦东南路500号,写字楼,甲级,25,集中式中央空调,19,2,1660,,电信、联通、长城、铁通、移动、卫通、有线通,200,第一太平洋戴维斯综合物业顾问有限公司,餐饮、商务中心,企业名称：恒生银行，所属行业：会计/金融/银行/保险、企业名称：华夏基金，所属行业：会计/金融/银行/保险、企业名称：森恩浦照明，所属行业：计算机/互联网/通信/电子、企业名称：特蒳兰贸易（上海）有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海全泰保险经纪有限公司，所属行业：会计/金融/银行/保险,餐饮、商务中心,44,2000年12月,810000,1380,3.6,200,2.6,上海新建设大厦有限公司,5,True,True,303m²、368m²,,7.6
1943,徐汇大树下新媒体创意园,徐汇-龙华-石龙路345弄28号,写字楼,甲级,16,,,,,,,,大树下物业服务有限公司,,,,6,2017年06月,,,,,,上海海容投资管理有限公司,,True,True,,,4.02
1945,世界广场,浦东-八佰伴-浦东南路855号,商业综合体,甲级,25,集中式中央空调,12,1,1500,40,电信、联通、移动、卫通,333,上海合泰物业管理有限公司,银行、ATM、餐饮、便利店、商务中心,企业名称：德国商业银行，所属行业：会计/金融/银行/保险、企业名称：金谷证券银河证券，所属行业：会计/金融/银行/保险、企业名称：中国石油润滑油，所属行业：能源/原材料、企业名称：大地保险，所属行业：会计/金融/银行/保险、企业名称：中再保，所属行业：会计/金融/银行/保险,银行、ATM、餐饮、便利店、商务中心,38,1998年5月,63599,1674,3.8,333,2.8,上海明泰房地产开发有限公司,16,True,True,139m²、1436m²,,6
1946,德昌园,杨浦-平凉路-平凉路624号,写字楼,乙级,15,,,,,,,,德昌园物业,,,,4,2013年6月,,,,,,德昌园开发商,,True,True,,,3.75
1948,伽利略商务公馆,浦东-金桥-伽利略路11号,写字楼,甲级,7,集中式中央空调,2,1,500,200,电信、联通、铁通,100,张江物业,餐饮、便利店、食堂,企业名称：DOOIOO商用部，所属行业：房地产/建筑,餐饮、便利店、食堂,4,2008年6月,20000,1200,3.2,100,2.7,上海张江高科技园区开发股份有限公司,10,True,True,200m²,花岗石,4.06
1949,世界贸易大厦,黄浦-人民广场-广东路500号,写字楼,甲级,26,集中式中央空调,9,1,1900,30,电信、联通、移动,350,上海东湖物业管理公司,银行、ATM、餐饮,企业名称：赛成船用设备贸易(上海)有限公司，所属行业：物流/运输、企业名称：上海兴博隆精细化工有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海百诺肯净水设备有限公司，所属行业：贸易/消费/制造/营运、企业名称：荷兰ING太平洋安泰人寿保险有限公司(上海分公司)，所属行业：专业服务/教育/培训、企业名称：益德万科思应用软件服务有限公司，所属行业：计算机/互联网/通信/电子,银行、ATM、餐饮,31,1997年12月,68182,1600,3.8,350,2.6,盛慧投资有限公司,19,True,True,150m²,玻璃幕墙,6.08
1950,七建大厦,徐汇-徐家汇-宜山路439号,写字楼,乙级,16,集中式中央空调,3,2,500,300,电信,50,七建房地产开发有限公司,银行、ATM、餐饮、便利店、干洗店,企业名称：22HOW婚礼日志，所属行业：专业服务/教育/培训、企业名称：佰龄恒，所属行业：贸易/消费/制造/营运、企业名称：SHE时尚舞蹈会所，所属行业：专业服务/教育/培训、企业名称：潘多拉婚纱摄影会馆，所属行业：专业服务/教育/培训、企业名称：朝日日语培训中心(普陀分部)，所属行业：专业服务/教育/培训、企业名称：上海热通机电设备工程有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海三特翻译公司，所属行业：专业服务/教育/培训,银行、ATM、餐饮、便利店、干洗店,19,1998年4月,27000,1500,2.8,50,2.5,七建房地产开发有限公司,5,True,True,300m²,涂料,4.06
1951,H951产业园,静安-闸北公园-沪太路951号,写字楼,甲级,8,,,,,,,,,,,,,,,,,,,,,True,True,,,3.04
1952,春申创意园,闵行-春申-梅富路29号,写字楼,甲级,8,,,,,,,,,,,,5,,,,,,,,,True,True,,,2.03
1954,中科招商.国际财富中心,虹口-北外滩-虹口区北外滩杨树浦路128号-138号,写字楼,甲级,39,,,,,,,,北京第一太平戴维斯,,,,10,2016年3月,,,,,,上海国际航运中心,,True,True,,,7.1
1955,汤臣中心,浦东-八佰伴-张杨路188号,写字楼,乙级,10,分体空调,13,3,600,160,电信,160,大丰物业管理有限公司,ATM、便利店、干洗店,企业名称：上海汤臣金属有限公司，所属行业：能源/原材料、企业名称：上海昊泰国际贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：德国贝克曼化学公司，所属行业：能源/原材料、企业名称：上海联展信息科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海宏润文化传播有限公司，所属行业：广告/媒体,ATM、便利店、干洗店,30,1997年1月,3000000,2000,2.7,160,2.7,汤臣黄浦房地产发展有限公司,6,True,True,40、60、160m²,玻璃幕墙,3.85
1957,国际信贸大厦,浦东-外高桥-基隆路555号,商业综合体,乙级,24,集中式中央空调,5,1,500,,电信、联通、移动、卫通,156,上海德律风物业有限公司,食堂、餐饮、便利店、会议室,企业名称：上海系奥信息科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海汇迈国际贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海味友餐饮有限公司，所属行业：贸易/消费/制造/营运、企业名称：广达集团电子科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：龙发贵金属有限公司，所属行业：会计/金融/银行/保险,食堂、餐饮、便利店、会议室,26,2000年5月,50000,1613,3.5,156,2.5,上海信贸房地产有限公司,18,True,True,79m²、93m²、147m²、156m²、186m²,玻璃幕墙,1.42
