,name,link-href,sources,surfaceRange,address,averageRent,averageBCRent,nameBC,floors,surface,floor_height,elevator,companys,building_surface,address_for_coordinate,latitude,longitude
100,base航空大厦,https://www.haozu.com/sh_xzl_20486/,2,390.1 - 557.2m²,徐汇  其他漕溪北路45号  ,8.0,5.82,其他,21.0,17505m²,3.3,2,,17505,徐汇  其他漕溪北路45号  ,31.1984214783,121.44631958
101,上海浦东软件园,https://www.haozu.com/sh_xzl_12151/,2,400 - 405m²,浦东  张江郭守敬路498号  ,5.5,4.68,张江,,,,,,,浦东  张江郭守敬路498号  ,31.2166404724,121.604782104
102,美林创意园,https://www.haozu.com/sh_xzl_17917/,2,55 - 113m²,松江  九亭伴亭路228号  ,2.6,2.24,九亭,9.0,,,6,上海熙投信息科技有限公司,,松江  九亭伴亭路228号  ,31.1437797546,121.336990356
103,南丹东路106号,https://www.haozu.com/sh_xzl_38904/,4,233.8 - 419m²,徐汇  徐家汇南丹东路106号  ,5.95,7.52,徐家汇,,,,,,,徐汇  徐家汇南丹东路106号  ,31.1961193085,121.449104309
104,陆家嘴基金大厦,https://www.haozu.com/sh_xzl_4370/,3,468 - 595m²,浦东  陆家嘴竹林路101号  ,8.57,13.92,陆家嘴,17.0,45000m²,4.3,6,费列罗贸易（上海）有限公司、上海中铝凯林铝业有限公司、斯达拉格海科特上海商贸、上海瑞德会计师事务所,45000,浦东  陆家嘴竹林路101号  ,31.2299747467,121.538948059
105,花旗集团大厦,https://www.haozu.com/sh_xzl_3452/,10,620 - 712m²,浦东  陆家嘴花园石桥路33号  ,14.83,13.92,陆家嘴,42.0,120000m²,4.1,16,花旗集团、拜尔集团、锦天城律师事务所、中粮信托有限责任公司、澳大利亚旅游局,120000,浦东  陆家嘴花园石桥路33号  ,31.2395744324,121.507492065
106,中期大厦,https://www.haozu.com/sh_xzl_3167/,73,10 - 170m²,普陀  光新中山北路2000号  ,7.3,6.68,光新,28.0,40000m²,3.3,4,上海创研工芸建筑装饰有限公司、上海菱信计算机网络有限公司、上海凯羽高温材料有限公司、上海文普教育信息咨询有限公司、上海锦唐信息科技有限公司,40000,普陀  光新中山北路2000号  ,31.2637424469,121.398445129
107,彩生活时代广场,https://www.haozu.com/sh_xzl_24674/,41,32 - 750m²,闵行  莘庄莘福路288号  ,2.9,3.29,莘庄,,,,,,,闵行  莘庄莘福路288号  ,31.1091804504,121.369926453
108,MINI公馆,https://www.haozu.com/sh_xzl_17434/,9,47.8 - 60m²,普陀  桃浦真北路2500号  ,5.15,4.38,桃浦,27.0,99547m²,3.6,3,上海水凌商贸有限公司、上海达孚装饰工程有限公司,99547,普陀  桃浦真北路2500号  ,31.2662982941,121.400161743
109,浦东世纪大都会,https://www.haozu.com/sh_xzl_12083/,13,638 - 2810m²,浦东  竹园商贸区世纪大道1229号  ,10.63,11.33,竹园商贸区,,284000m²,,4,,284000,浦东  竹园商贸区世纪大道1229号  ,31.2356987,121.533836365
110,爱美高大厦,https://www.haozu.com/sh_xzl_2325/,68,73.5 - 991.1m²,徐汇  淮海西路淮海中路1325号  ,10.09,10.3,淮海西路,23.0,24525m²,3.2,4,拓扑思达(上海)国际贸易有限公司、美国屹龙国际有限公司上海代表处,24525,徐汇  淮海西路淮海中路1325号  ,31.2185897827,121.456428528
111,德必柏航创意园,https://www.haozu.com/sh_xzl_18320/,4,51 - 370m²,虹口  大柏树中山北一路1200号  ,3.25,3.68,大柏树,7.0,19120m²,4,,,19120,虹口  大柏树中山北一路1200号  ,31.2959671021,121.493843079
112,渡口空间,https://www.haozu.com/sh_xzl_3325/,6,193.2 - 690m²,黄浦  老西门陆家浜路18号  ,8.3,5.39,老西门,5.0,5000m²,3.5,,,5000,黄浦  老西门陆家浜路18号  ,31.212387085,121.509529114
113,上海建工大厦,https://www.haozu.com/sh_xzl_12147/,1,3800m²,浦东  陆家嘴福山路33号  ,4.0,13.92,陆家嘴,27.0,52000m²,3,5,上海建工股份有限公司、上海市第一建筑有限公司,52000,浦东  陆家嘴福山路33号  ,31.2446346283,121.531723022
114,君欣时代广场,https://www.haozu.com/sh_xzl_39064/,80,172 - 1300m²,杨浦  鞍山控江路1689号  ,4.6,5.63,鞍山,,,,,,,杨浦  鞍山控江路1689号  ,31.2793655396,121.520683289
115,全通金融谷,https://www.haozu.com/sh_xzl_18740/,8,50 - 1600m²,嘉定  其他金兰路333号  ,3.03,1.59,其他,5.0,300000m²,,,"上海昊昭网络科技有限公司""}]",300000,嘉定  其他金兰路333号  ,31.4233112335,121.221534729
116,新纪元国际广场,https://www.haozu.com/sh_xzl_1533/,2,175 - 230m²,杨浦  黄兴黄兴路1599号  ,3.9,24.11,黄兴,16.0,21643m²,5.8,4,企业名称：新纪元国际广场，所属行业：计算机/互联网/通信/电子、企业名称：上海住宅科技投资股份有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海华强国际物流有限公司，所属行业：物流/运输、企业名称：五木国际贸易有限公司，所属行业：物流/运输、企业名称：上海朴树设计，所属行业：房地产/建筑,21643,杨浦  黄兴黄兴路1599号  ,31.2927284241,121.527633667
117,智社688,https://www.haozu.com/sh_xzl_40249/,5,435 - 474m²,静安  江宁路陕西北路688号  ,7.88,8.86,江宁路,,,,,,,静安  江宁路陕西北路688号  ,31.2407588959,121.456916809
118,创智天地科技中心,https://www.haozu.com/sh_xzl_20964/,3,530m²,杨浦  五角场政立路477号  ,5.6,24.11,五角场,14.0,72776m²,2.8,3,,72776,杨浦  五角场政立路477号  ,31.314245224,121.514793396
119,巴黎时韵,https://www.haozu.com/sh_xzl_3658/,8,51.7 - 366m²,徐汇  襄阳南路襄阳南路500号  ,5.54,5.64,襄阳南路,30.0,30000m²,3.7,5,奥商诺律师事务所、睿海纵横翻译、上海亚培思文化传播有限公司,30000,徐汇  襄阳南路襄阳南路500号  ,31.2117576599,121.464378357
120,新华联大厦,https://www.haozu.com/sh_xzl_11111/,20,1177m²,卢湾  淮海中路淮海中路755号  ,6.5,9.28,淮海中路,20.0,59611m²,3.3,6,东工物产贸易有限公司、朗阁教育集团、莎喜国际货运代理（上海）有限,59611,卢湾  淮海中路淮海中路755号  ,31.2247657776,121.470985413
121,金桥路581号,https://www.haozu.com/sh_xzl_40265/,30,null,浦东  金桥新金桥路581号  ,,,,,,,,,,浦东  金桥新金桥路581号  ,31.2554340363,121.607521057
122,东上海中心,https://www.haozu.com/sh_xzl_1592/,2,50 - 160m²,杨浦  黄兴关山路139号  ,3.15,24.11,黄兴,20.0,80118m²,5.5,2,企业名称：上海越景建筑工程咨询有限公司，所属行业：房地产/建筑、企业名称：上海道润景观工程设计有限公司，所属行业：房地产/建筑、企业名称：浙江广大建设有限公司，所属行业：房地产/建筑、企业名称：上海佑家消防工程检测有限公司，所属行业：房地产/建筑、企业名称：上海君航通信科技有限公司，所属行业：计算机/互联网/通信/电子,80118,杨浦  黄兴关山路139号  ,31.2984352112,121.527290344
123,汇银广场,https://www.haozu.com/sh_xzl_3897/,1,110m²,徐汇  徐家汇华山路2088号  ,6.5,7.52,徐家汇,27.0,90000m²,3.7,3,南洋微电子、薛氏实业、中兴投资（中国）有限公司、总泉计数机网络技术有限公司、致诚电子科技,90000,徐汇  徐家汇华山路2088号  ,31.2030181885,121.443611145
124,千舟园,https://www.haozu.com/sh_xzl_18352/,5,null,浦东  金桥金豫路700  ,,,,5.0,,3.3,,,,浦东  金桥金豫路700  ,31.2516555786,121.627120972
125,近铁虹口科创金融产业园,https://www.haozu.com/sh_xzl_36327/,6,500 - 700m²,虹口  虹口足球场上海虹口区虹口足球场中...  ,5.5,4.38,虹口足球场,,,,,,,虹口  虹口足球场上海虹口区虹口足球场中...  ,31.2772426605,121.48714447
126,东鼎国际大厦,https://www.haozu.com/sh_xzl_10354/,93,130 - 160m²,宝山  友谊路漠河路600号  ,2.08,2.63,友谊路,,100000m²,,,中冶设计研究院、宝冶建筑、中铁伊红、龙廷国际旅行社、宝松集团,100000,宝山  友谊路漠河路600号  ,31.4134616852,121.475837708
127,千羽创意园,https://www.haozu.com/sh_xzl_17482/,1,402m²,卢湾  鲁班路局门路153号  ,5.0,10.1,鲁班路,5.0,5000m²,4.5,1,,5000,卢湾  鲁班路局门路153号  ,31.2135620117,121.4868927
128,绿地汇创国际大厦,https://www.haozu.com/sh_xzl_1536/,16,120 - 443m²,杨浦  五角场上海市国定东路2758号  ,4.87,24.11,五角场,14.0,74545m²,6,7,企业名称：中润解放传媒，所属行业：广告/媒体、企业名称：上海腾世室内装饰工程有限公司，所属行业：房地产/建筑、企业名称：上海蟠龙国际物流有限公司，所属行业：物流/运输、企业名称：上海闻新装饰设计工程有限公司，所属行业：房地产/建筑、企业名称：上海海健堂生物科技有限公司，所属行业：贸易/消费/制造/营运,74545,杨浦  五角场上海市国定东路2758号  ,31.3072376251,121.520629883
129,禹州·金桥国际,https://www.haozu.com/sh_xzl_4478/,10,51.9 - 107m²,浦东  金桥金港路333号  ,2.26,3.46,金桥,19.0,200000m²,5.6,4,上海博艺装饰工程有限公司,200000,浦东  金桥金港路333号  ,31.2601642609,121.619140625
130,上海中心大厦,https://www.haozu.com/sh_xzl_12189/,228,249.8 - 5018.4m²,浦东  陆家嘴银城中路501号  ,19.3,13.92,陆家嘴,125.0,558806m²,,4,诚品书店,558806,浦东  陆家嘴银城中路501号  ,31.2397594452,121.512870789
131,明申中心大厦,https://www.haozu.com/sh_xzl_13029/,1,252m²,徐汇  万体馆凯旋路3131号  ,4.8,5.67,万体馆,28.0,37425m²,3.3,4,企业名称：京沪行商业地产，所属行业：房地产/建筑、企业名称：北京亚控科技发展有限公司上海分公司，所属行业：贸易/消费/制造/营运、企业名称：元庆国际贸易(上海)有限公司，所属行业：贸易/消费/制造/营运、企业名称：雪兰莪国际贸易(上海)有限公司，所属行业：贸易/消费/制造/营运、企业名称：泰进国际贸易有限公司，所属行业：贸易/消费/制造/营运,37425,徐汇  万体馆凯旋路3131号  ,31.1881465912,121.439041138
132,中建锦绣天地西区,https://www.haozu.com/sh_xzl_33452/,15,55 - 1770m²,青浦  徐泾蟠中东路1899号  ,3.5,3.28,徐泾,,,,,,,青浦  徐泾蟠中东路1899号  ,31.1888828278,121.291099548
133,base钦州路,https://www.haozu.com/sh_xzl_25119/,1,415m²,徐汇  其他钦州路528号  ,6.0,5.82,其他,,,,,,,徐汇  其他钦州路528号  ,31.1768188477,121.436851501
134,中环国际大厦,https://www.haozu.com/sh_xzl_1543/,1,125m²,杨浦  五角场淞沪路151161号  ,4.4,24.11,五角场,26.0,59000m²,3.5,3,企业名称：菁英教育，所属行业：专业服务/教育/培训、企业名称：上海德佐电器有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海兰港金属材料有限公司，所属行业：能源/原材料、企业名称：上海鸿光建筑工程有限公司，所属行业：房地产/建筑、企业名称：上海外高桥地质工程公司，所属行业：房地产/建筑,59000,杨浦  五角场淞沪路151161号  ,31.3072376251,121.520629883
135,徐汇乐业天地,https://www.haozu.com/sh_xzl_13152/,22,36 - 1100m²,徐汇  漕河泾田林路418号  ,3.53,4.78,漕河泾,,23000m²,3.2,2,,23000,徐汇  漕河泾田林路418号  ,31.171995163,121.403022766
136,恒汇国际大厦,https://www.haozu.com/sh_xzl_2633/,12,273 - 300m²,闸北  天目西路天目西路547号  ,6.37,5.92,天目西路,29.0,48042m²,3.2,8,布朗公司、上海炳轩能源发展有限公司、海英荷普曼船舶设备、上海远急国际贸易有限公司、西比秘斯汽车技术（上海）有限公司,48042,闸北  天目西路天目西路547号  ,31.2520771027,121.457191467
137,旭和环保产业园,https://www.haozu.com/sh_xzl_18628/,4,171 - 270m²,闵行  浦江江月路1059号  ,1.6,2.23,浦江,,,,,,,闵行  浦江江月路1059号  ,31.0916385651,121.527374268
138,华纳商务中心,https://www.haozu.com/sh_xzl_3694/,42,95 - 900m²,闵行  虹桥莲花路1733号（近地铁9...  ,4.62,4.84,虹桥,7.0,10000m²,3.5,4,德国拜尔道道夫集团、上海赛博斯实业有限公司、上海百一度服装辅料有限公司,10000,闵行  虹桥莲花路1733号（近地铁9...  ,31.1760940552,121.397346497
139,徐汇创意阁,https://www.haozu.com/sh_xzl_13150/,3,66 - 249m²,徐汇  上师大冠生园路231号  ,4.13,4.78,上师大,,15000m²,3.6,2,,15000,徐汇  上师大冠生园路231号  ,31.1690788269,121.433387756
140,良丰大厦,https://www.haozu.com/sh_xzl_3450/,3,98 - 127m²,浦东  陆家嘴东方路8号  ,4.0,13.92,陆家嘴,38.0,31000m²,2.65,4,上海市心理咨询协会、东方悦吉、上海浙良进出口有限公司、美国联合涂料公司上海代表处、绅士缘休闲会所,31000,浦东  陆家嘴东方路8号  ,31.2488155365,121.525192261
141,丽都新贵,https://www.haozu.com/sh_xzl_11333/,3,87.4 - 88.2m²,静安  南京西路新闸路831号  ,5.2,8.86,南京西路,32.0,270000m²,3.5,4,和瑞商务咨询有限公司、上海公创电器有限公司、九伦国际贸易、丽泉贸易,270000,静安  南京西路新闸路831号  ,31.2408561707,121.466171265
142,御环双创园,https://www.haozu.com/sh_xzl_30612/,61,40 - 350m²,浦东  御桥御北路385号  ,3.53,3.53,御桥,,,,,,,浦东  御桥御北路385号  ,31.1642894745,121.564445496
143,浦明路1888号,https://www.haozu.com/sh_xzl_19035/,1,1000m²,浦东  塘桥浦明路1888号  ,8.0,6.81,塘桥,6.0,,3.7,,,,浦东  塘桥浦明路1888号  ,31.2112445831,121.518424988
144,双季商务中心,https://www.haozu.com/sh_xzl_3179/,1,250m²,浦东  塘桥浦建路620号  ,4.0,6.81,塘桥,5.0,,3,1,,,浦东  塘桥浦建路620号  ,31.2134113312,121.536170959
145,香樟园,https://www.haozu.com/sh_xzl_17032/,15,103.3 - 362m²,徐汇  漕河泾东兰路248号  ,3.17,4.78,漕河泾,2.0,150000m²,3.2,3,,150000,徐汇  漕河泾东兰路248号  ,31.16340065,121.408065796
146,金环大厦,https://www.haozu.com/sh_xzl_18415/,1,60m²,徐汇  徐家汇襄阳南路489号  ,3.5,7.52,徐家汇,15.0,69000m²,3.5,3,企业名称：上海禾子商务咨询有限公司，所属行业：计算机/互联网/通信/电子、企业名称：优发商贸发展有限公司，所属行业：贸易/消费/制造/营运、企业名称：万嘉经济信息有限公司，所属行业：计算机/互联网/通信/电子、企业名称：弗莱特科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：世轩企业管理咨询(上海)有限公司，所属行业：专业服务/教育/培训,69000,徐汇  徐家汇襄阳南路489号  ,31.2105350494,121.464698792
147,申旺路518,https://www.haozu.com/sh_xzl_24476/,1,404.2m²,闵行  颛桥申旺路518号  ,1.7,2.03,颛桥,,,,,,,闵行  颛桥申旺路518号  ,31.0892238617,121.385559082
148,飞洲国际广场,https://www.haozu.com/sh_xzl_2089/,4,118 - 242m²,徐汇  万体馆零陵路899号  ,6.7,5.67,万体馆,33.0,80000m²,4,9,Esprit服装品牌、周大福金饰、太阳岛国际俱乐部、天合光能、博赛生物技术有限公司,80000,徐汇  万体馆零陵路899号  ,31.1893234253,121.44355011
149,汽车创新港,https://www.haozu.com/sh_xzl_33493/,1,200m²,嘉定  安亭安虹路888号  ,4.1,2.0,安亭,,,,,,,嘉定  安亭安虹路888号  ,31.284198761,121.204406738
150,博济·美兰湖园,https://www.haozu.com/sh_xzl_17680/,57,56 - 2608m²,宝山  罗南月罗公路2255号  ,1.23,2.07,罗南,8.0,43880m²,4.8,,,43880,宝山  罗南月罗公路2255号  ,31.3986225128,121.409042358
151,星河世纪广场,https://www.haozu.com/sh_xzl_29619/,2,57 - 84m²,普陀  桃浦桃浦路306号  ,5.6,4.38,桃浦,,,,,,,普陀  桃浦桃浦路306号  ,31.2662658691,121.401397705
152,飘鹰世纪大厦,https://www.haozu.com/sh_xzl_10914/,4,73 - 150m²,虹口  四平路天宝路578号  ,3.8,5.89,四平路,22.0,48191m²,3.4,4,凯美特电力科技有限公司、天津佳顺货运代理有限公司上海、上海日照国际贸易有限公司、上海嘉捷国际货物运输代理有限公司,48191,虹口  四平路天宝路578号  ,31.2747802734,121.505813599
153,云端电商产业园,https://www.haozu.com/sh_xzl_24972/,1,60m²,松江  九亭沪松公路1251号  ,2.5,2.24,九亭,,,,,,,松江  九亭沪松公路1251号  ,31.1496353149,121.333213806
154,青春生态办公,https://www.haozu.com/sh_xzl_39169/,4,158 - 254m²,闵行  莘庄黎安路1615弄58号  ,2.2,3.29,莘庄,,,,,,,闵行  莘庄黎安路1615弄58号  ,31.1119861603,121.38520813
155,星月总部湾六期,https://www.haozu.com/sh_xzl_40510/,8,112 - 860m²,浦东  御桥康威路1500号  ,2.5,3.53,御桥,,,,,,,浦东  御桥康威路1500号  ,31.1307983398,121.627845764
156,世康大厦,https://www.haozu.com/sh_xzl_11244/,1,780m²,嘉定  安亭和静路986号  ,1.8,2.0,安亭,17.0,,,3,,,嘉定  安亭和静路986号  ,31.3073501587,121.170959473
157,大宁中心广场,https://www.haozu.com/sh_xzl_18076/,71,109 - 7385m²,闸北  大宁路灵石路718号/江场三路  ,6.38,4.91,大宁路,17.0,142851m²,4,,,142851,闸北  大宁路灵石路718号/江场三路  ,31.2884998322,121.445037842
