,buildingN,hotel_num,hotel
99,金虹桥国际中心,17.0,"[扬子江万丽大酒店@(121.412449,31.208654), 虹桥锦江大酒店@(121.411959,31.209475), 古北湾大酒店@(121.408487,31.204825), 福泰商务酒店@(121.413557,31.205867), 君泰精品酒店@(121.406345,31.211905), 申康宾馆@(121.409304,31.204702), 上海利嘉宾馆@(121.406448,31.212393), 赛嘉虹桥皇家公寓@(121.413244,31.205315), 太湖花园度假村@(121.409218,31.208774), 蓬莱@(121.414127,31.209333), 上海天远酒店式服务公寓虹桥长发公寓@(121.414921,31.203472), 特来电充电站(上海虹桥宾馆)@(121.416583,31.209841), 锦江国际@(121.416281,31.209683), 上海中紫恒公寓@(121.414523,31.212094), 上海K7艺术公寓@(121.41346,31.210763), 虹桥锦江大酒店-会议室@(121.412055,31.209515), 虹桥锦江大酒店-礼宾部@(121.412055,31.209515)]"
100,赢华国际广场,8.0,"[全季酒店(长风公园店)@(121.3877,31.227445), 朗诗藏峰@(121.389978,31.227585), 源涞国际酒店式公寓(天山怡景苑)@(121.392121,31.223523), 上海爱loveshanghai普通公寓@(121.39306,31.223518), 莫泰168旅店停车场(出入口)@(121.386615,31.222158), 上海果寓普通公寓威宁路店@(121.390012,31.223909), 上海小小的小小房间普通公寓威宁路分店@(121.392592,31.22201), 上海飞屋UP公寓分店@(121.390012,31.223909)]"
101,赢嘉广场,,
102,达人湾创智广场,33.0,"[上海寰星酒店@(121.465465,31.263018), 海荷欧风酒店@(121.466704,31.270191), 如家快捷酒店(火车站北广场长途汽车客运总站店)@(121.462048,31.2633), 如家快捷酒店(上海火车站店)@(121.46552,31.264299), 汉庭酒店(火车站北广场店)@(121.468579,31.2637), 上海乾园假日宾馆@(121.46812,31.267894), 上海福星公寓主题式酒店@(121.468505,31.265618), 上海寓居服务式公寓五月花店@(121.465016,31.262979), 华晓公寓@(121.465914,31.269395), 上海大统旅社@(121.465704,31.263624), 剑波旅社@(121.467611,31.263372), 思佳旅馆@(121.46267,31.263071), 丽丽枫酒店@(121.471252,31.263799), 上海信亚宾馆@(121.468169,31.263514), 上海平安求职公寓@(121.46574,31.265786), 上海万袖精品酒店式公寓@(121.46853,31.265522), 上海五月花May Flower酒店式公寓@(121.465466,31.26301), 上海青年求职旅社火车站店@(121.463647,31.266396), 上海逸居求职青年旅舍@(121.463636,31.265515), 上海青年求职旅社家具大厦店@(121.463943,31.266701), 上海忆倍居服务公寓大统路店@(121.465708,31.262344), 德保旅社@(121.47075,31.26401), 佳园连锁酒店共和新路店@(121.471639,31.263521), 上海海与玫瑰酒店式公寓@(121.464877,31.262859), 圣乐大酒店@(121.463657,31.262712), 景悦旅社@(121.46411,31.263239), 上海爱冒险也爱幻想酒店式公寓@(121.469116,31.267712), 上海达誊招待所@(121.469628,31.266326), 上海优乐宾馆@(121.469613,31.270266), 上海心安即是家酒店式公寓(协和公寓店)@(121.464918,31.265244), 松林公寓（上海中山北路店）@(121.464615,31.264825), 心安即是家酒店式公寓（上海普善路店）@(121.462491,31.262034), 上海心安即是家短租公寓普善路分店@(121.462492,31.262385)]"
103,龙湖虹桥天街,1.0,"[上海虹桥商务区凯悦嘉轩酒店@(121.322881,31.196515)]"
104,中山万博国际中心,22.0,"[三湘大厦@(121.424594,31.20043), 格林豪泰酒店(上海市虹桥路地铁站快捷酒店)@(121.426697,31.198853), 海友酒店(上海徐汇交大店)@(121.432861,31.205495), 沪隆旅馆@(121.426126,31.207328), 上海亿客宾馆(徐家汇店)@(121.428426,31.201168), 美港宾馆@(121.433226,31.204537), 虹辉旅馆@(121.425679,31.198807), 定龙旅馆@(121.426433,31.207279), 汇宜精英公寓@(121.429933,31.199825), 番禺招待所@(121.433734,31.204326), 上海优佳酒店公寓@(121.433907,31.199119), 上海MUJI风普通公寓@(121.434078,31.205195), 上海B-612 民宿@(121.429285,31.200998), 上海宜家城市酒店式公寓虹桥路店@(121.432615,31.200064), 上海双环生活服务公司-招待所@(121.432321,31.204608), 上海MorningGloryHomestay普通公寓@(121.425813,31.20382), 上海东家短租公寓@(121.433667,31.204724), 凯翔宾馆@(121.433448,31.205449), 上海HanHan s Home - Huaihai Road@(121.43112,31.202671), 上海猕猴桃的小家复式公寓@(121.424831,31.20488), 上海西第科Cityhome普通公寓新华名门店@(121.432124,31.206522), 上海满满正能量的阳光小屋长虹小区店@(121.427768,31.201067)]"
105,远中产业园,,
106,绿地中央广场,1.0,"[北际坊@(121.457887,31.304632)]"
107,海洋大厦,151.0,"[上海威斯汀大饭店@(121.493497,31.238155), 南新雅大酒店@(121.483494,31.240661), 上海24K国际连锁酒店(福州路南京东路步行街店)@(121.486767,31.238558), 上海王宝和大酒店@(121.486978,31.240467), 上海大酒店@(121.488051,31.240908), 古象大酒店@(121.486087,31.240136), 上海中福世福汇大酒店@(121.491268,31.238035), 如家快捷酒店(上海外滩中心店)@(121.493286,31.239554), 上海金外滩宾馆@(121.488566,31.237741), 如家快捷酒店(上海人民广场金陵东路店)@(121.488264,31.233206), 汉庭酒店(南京东路店)@(121.491231,31.240869), 尖微空间智慧酒店(上海人民广场店)@(121.485595,31.237997), 如家快捷酒店(上海人民广场福州路上海书城店)@(121.487714,31.238412), 曼哈顿商务酒店(河南南路店)@(121.49346,31.235356), 上海中星君亭酒店@(121.491353,31.233314), 老陕客栈@(121.48652,31.2346), 富驿时尚酒店(南京东路店)@(121.491754,31.239954), 上海扬子精品酒店@(121.482976,31.239332), 汉庭酒店(上海南京东路书城店)@(121.487864,31.239664), 新黄浦酒店公寓@(121.487975,31.234207), 布丁酒店(上海外滩广东路店)@(121.489527,31.23868), Zhotels智尚酒店@(121.487201,31.233758), 上海永星主题精品酒店@(121.492373,31.23951), 上服假日酒店@(121.482847,31.24124), 上海天赐酒店公寓@(121.489747,31.237814), 上海雅愉精品酒店@(121.487828,31.239782), 汇江假日酒店@(121.486686,31.234392), 商悦青年会大酒店@(121.486257,31.233232), 上海榕树公馆@(121.491376,31.238332), 海友酒店(上海人民广场店)@(121.484572,31.235583), 上海梓舍公寓外滩南京路步行街店@(121.491344,31.238038), 吉泰连锁酒店(上海南京路店)@(121.490574,31.238685), 晓驻旅馆@(121.488784,31.240648), 纳兰时尚宾馆南京东路店@(121.483262,31.241228), 上海至珏民族艺术公寓@(121.491302,31.23821), 上海朋下酒店式公寓@(121.491253,31.238023), 上海梓舍服务型公寓@(121.491324,31.238168), 俪晶酒店餐厅@(121.484322,31.239723), 上海伊家乐旅馆@(121.492107,31.239631), 吉泰连锁酒店 （外滩店）@(121.486459,31.238651), 七重天宾馆@(121.485456,31.240804), 上海前景小筑酒店人民广场店@(121.487374,31.23796), 上海艾森主题酒店南京东路步行街店@(121.48791,31.23986), 海上小喔连锁酒店@(121.486897,31.234798), 良丰宾馆@(121.488293,31.235656), 财路通旅馆(宁海东路)@(121.487912,31.234622), 桐福旅馆@(121.491825,31.240445), 上海南京路逍客青年旅舍@(121.485869,31.239489), 好景门宾馆@(121.491153,31.238492), 吉泰酒店(上海南京路外滩中心店)@(121.491907,31.239693)]"
108,统一企业大厦,10.0,"[艾享时尚旅馆(天山店)@(121.371033,31.224686), 魔尔公寓@(121.36213,31.226285), 红利商务宾馆@(121.370377,31.223524), 艾家宾馆@(121.368198,31.228359), 东北农家院@(121.371311,31.224066), 贝壳酒店@(121.368184,31.22834), 上海橘子家庭旅馆@(121.370784,31.228555), 北平家园日租公寓@(121.371271,31.228304), 上海家一样的感觉复式公寓@(121.363335,31.221764), 上海翱翔旅游空间普通公寓@(121.372255,31.221728)]"
109,上海诚达创意产业园区,15.0,"[上海海悦酒店@(121.417326,31.182141), 7天连锁酒店(上海桂林路地铁站店)@(121.422833,31.175891), 全季酒店(上海徐家汇宜山路店)@(121.425578,31.181665), 田林公寓宾馆@(121.422978,31.177092), 布丁酒店(上海徐家汇桂林路店)@(121.422842,31.176886), 艾巢时尚宾馆@(121.422374,31.176327), 怡馨主题酒店@(121.420011,31.175967), 华元公寓@(121.425578,31.176548), 田林家苑@(121.423017,31.176776), 上海君意时尚宾馆@(121.425483,31.176678), C9连锁公寓(田林店)@(121.423003,31.175801), 蚂蚁公舍田林路店@(121.423161,31.176887), 汉庭海友酒店@(121.424643,31.176275), 上海龙之汇酒店公寓桂林路店@(121.422951,31.177376), 上海蓝海短租公寓桂林路分店@(121.424375,31.177816)]"
110,中港汇.浦东,13.0,"[99旅馆(张杨路店)@(121.559247,31.245355), 珠明时尚宾馆@(121.56516,31.247588), 望月旅馆@(121.562586,31.243982), 东氏之星棋牌旅馆@(121.565473,31.253026), 万和亚隆国际酒店-会议室@(121.56577,31.246301), 上海后来居上家庭公寓博山路分店@(121.563383,31.252491), 上海维高星公寓（旗舰店）羽山路分店@(121.567781,31.245163), 上海花溪---给你花样旅途酒店式公寓崮山路分店@(121.565908,31.246097), 上海维高公酒店式公寓@(121.56475,31.251884), 名烟名酒店@(121.56109,31.250636), 新康辉旅社@(121.562825,31.250263), 上海维高星寓酒店式公寓羽山路分店@(121.56819,31.245362), 上海维高星公寓（旗舰店）@(121.564038,31.25205)]"
111,华旭国际大厦,119.0,"[上海世茂皇家艾美酒店@(121.482644,31.240382), 南新雅大酒店@(121.483494,31.240661), 上海24K国际连锁酒店(福州路南京东路步行街店)@(121.486767,31.238558), 上海王宝和大酒店@(121.486978,31.240467), 新世界丽笙大酒店@(121.479515,31.240488), 锦江国际饭店@(121.478089,31.239638), 古象大酒店@(121.486087,31.240136), 宿适轻奢酒店(上海人民广场南京东路店)@(121.482879,31.244134), 海崙宾馆@(121.487414,31.24151), 尖微空间智慧酒店(上海人民广场店)@(121.485595,31.237997), 如家快捷酒店(上海人民广场福州路上海书城店)@(121.487714,31.238412), 汉庭酒店(南京路步行街中心酒店)@(121.48466,31.242141), 春申江宾馆(浙江中路)@(121.485099,31.241736), 上海扬子精品酒店@(121.482976,31.239332), 汉庭酒店(上海南京东路书城店)@(121.487864,31.239664), 锦江之星酒店(上海南京路步行街福建中路酒店)@(121.485521,31.243985), 全季酒店(上海外滩南京东路步行街店)@(121.483453,31.241504), 如家快捷酒店(外滩南京路步行街店)@(121.485314,31.242912), 海上小喔(北京东路店)@(121.482005,31.243688), 顺风大酒店(西藏中路)@(121.481101,31.242016), 纳兰时尚宾馆@(121.481312,31.243113), 上海微风舍酒店@(121.486061,31.242135), 上海铁道宾馆@(121.482821,31.242844), 途家斯维登精品公寓（南京东路店）@(121.485606,31.241654), 上服假日酒店@(121.482847,31.24124), 7天连锁酒店(上海南京路步行街店)@(121.482797,31.241437), 上海雅愉精品酒店@(121.487828,31.239782), 如家商旅酒店@(121.484332,31.242051), 海友酒店(上海人民广场店)@(121.484572,31.235583), 新世界大酒店@(121.483337,31.243134), 纳兰时尚宾馆南京东路店@(121.483262,31.241228), 新世界酒店上海黄浦区店@(121.480452,31.240723), 俪晶酒店餐厅@(121.484322,31.239723), 艾妮时尚宾馆@(121.484064,31.243163), 吉泰连锁酒店 （外滩店）@(121.486459,31.238651), 七重天宾馆@(121.485456,31.240804), 豪运大酒店@(121.486393,31.242491), 上海前景小筑酒店人民广场店@(121.487374,31.23796), 上海艾森主题酒店南京东路步行街店@(121.48791,31.23986), MARRIOTT@(121.479928,31.242299), 上海南京路逍客青年旅舍@(121.485869,31.239489), 都市假日酒店(大江南店)@(121.486424,31.243215), 上海安居青年旅舍@(121.478188,31.239458), 上海裕家酒店凤阳路店@(121.477923,31.240246), 前景小筑@(121.486783,31.237844), Central Hotel@(121.48698,31.240289), 紫澜门大酒店@(121.48019,31.240564), 上海天蟾苑宾馆@(121.484002,31.237757), 上海诵鑫酒店@(121.485046,31.239944), 雅科大酒店@(121.477586,31.238633)]"
112,加禾LOFT创意园,14.0,"[上海东锦江希尔顿逸林酒店@(121.540732,31.217159), 汉庭酒店(上海陆家嘴软件园店)@(121.539681,31.221823), 如家快捷酒店(上海陆家嘴东方路浦电路地铁站店)@(121.536637,31.222948), 如家酒店(上海陆家嘴软件园区蓝村路地铁站店)@(121.537579,31.221146), 上海伟泰宾馆@(121.538813,31.222009), 广兰苑宾馆@(121.535358,31.220854), 上海偶寓青年旅舍@(121.534982,31.217228), 上海东锦江希尔顿逸林酒店-西楼@(121.540233,31.217203), ihg洲际酒店@(121.539053,31.223982), 上海东锦江希尔顿逸林酒店-东楼@(121.541843,31.217262), 上海东锦江希尔顿逸林酒店-辅楼@(121.541333,31.216532), 上海麦兜公寓@(121.538912,31.218974), 上海sisi之家普通公寓浦电路店@(121.534063,31.2248), 优帕克服务式公寓(新都花园)@(121.538375,31.217787)]"
113,金茂大厦,19.0,"[上海金茂君悦大酒店@(121.512069,31.240759), 浦东丽思卡尔顿酒店@(121.507818,31.242265), 上海浦东四季酒店@(121.5167,31.239852), 上海柏悦酒店@(121.513872,31.239254), 中银大厦@(121.509965,31.244193), 四季汇@(121.516301,31.239885), 上海鹏利辉盛阁国际公寓@(121.510641,31.237487), 国金汇@(121.50907,31.241688), 浦东香格里拉大酒店-紫金楼@(121.506722,31.24182), 上海中心-J酒店@(121.512858,31.23968), 上海东方阁服务式公寓@(121.516891,31.236658), 上海东方阁涉外公寓@(121.517339,31.236483), 上海新帝豪酒店式服务公寓@(121.511796,31.237733), 上海中粮海景壹号酒店公寓@(121.509957,31.23768), 上海精装温馨公寓人民路隧道分店@(121.517367,31.236456), 上海金茂君悦大酒店-烧烤@(121.51243,31.240666), 上海新帝豪涉外公寓@(121.51136,31.237403), 优帕克商旅公寓(上海盛大金磐店)@(121.513304,31.237855), 上海陆家嘴舒适普通公寓@(121.516883,31.238661)]"
114,南证大厦,80.0,"[四季酒店@(121.468308,31.233358), 上海明天广场JW万豪酒店@(121.476101,31.236446), 如家快捷酒店@(121.476428,31.233144), 24K国际连锁酒店威海店@(121.474792,31.233409), 莫泰酒店(人民广场店)@(121.476426,31.233185), 御锦轩酒店公寓@(121.471504,31.238512), 明堂新易途国际青年旅社@(121.476067,31.235559), 8090主题酒店@(121.476107,31.234399), 衢府宾馆人民广场店@(121.476544,31.234007), 上海海上风酒店连锁(黄河路店)@(121.47691,31.241103), 大富豪酒楼宾馆@(121.476479,31.241648), 上海舒馨乐居南京西路店@(121.471823,31.237836), 朋友旅馆@(121.474349,31.235566), 上海中凯豪生酒店@(121.469958,31.232927), 安怡宾馆@(121.477092,31.241462), 天华宾馆@(121.476542,31.241638), 雅科大酒店@(121.477586,31.238633), 长逊旅馆黄河店@(121.476881,31.240938), 财庆君旅馆@(121.470822,31.238751), 丽池会所(成都北路店)@(121.473204,31.234168), 唐朝酒店@(121.475921,31.236738), 豪泰158经济型时尚酒店@(121.476961,31.240796), 卡德公寓@(121.468331,31.238306), 国际青年旅舍(上海新易途店)@(121.476001,31.235501), 御卿宾馆@(121.476602,31.241616), 上海Aline温馨复古公寓南京西路店@(121.473875,31.236812), 上海市西第科Cityhome普通公寓威海路分店@(121.475729,31.234856), 三德旅馆@(121.474077,31.241721), 铜孚公寓@(121.46779,31.236733), 上海西第科Cityhom普通公寓威海路分店@(121.475792,31.234371), 上海人家普通公寓石门二路店@(121.46772,31.2382), 上海MiMiGin公寓@(121.475716,31.234607), 上海Ann sweet home普通公寓北京西路分店@(121.476217,31.241122), 松凤招待所@(121.468251,31.23569), 上海峻安商务酒店@(121.470614,31.237413), 源涞国际酒店（上海中凯城市之光）@(121.471812,31.233339), 上海简意·复式分店@(121.474818,31.236037), 上海老街精装公寓北京西路分店@(121.474047,31.240521), 上海蜗居我家普通公寓分店@(121.476235,31.235703), 上海Hiroom都市设计民宿成都北路分店@(121.472642,31.238321), 上海住不住酒店式公寓@(121.472376,31.236795), 上海中凯城市之光酒店公寓@(121.471597,31.233365), 上海一宿之家老洋房分店@(121.46941,31.239209), 潮宿Allove14号（上海新昌路店）@(121.475343,31.238798), 堂汇青年公寓（上海南京西路站店）@(121.47042,31.239223), 上海尚心法租界公寓南京西路分店@(121.475069,31.238086), 上海D101民宿公寓@(121.475621,31.240259), 上海Hoshare禾舍民宿重庆北路分店@(121.476773,31.232594), 上海振华大楼-日租公寓@(121.475017,31.232861), 上海源涞国际酒店式公寓(静安四季苑店)@(121.467959,31.2358)]"
