,name,link,rent,floors,surface,floor_height,elevator,companys
190,城开国际大厦,https://www.haozu.com/sh_xzl_2324/,7.72,15,45430,3.5,6,中国银行徐汇支行、强生(中国)投资有限公司、强生（上海）医疗器材有限公司
191,兴园373,https://www.haozu.com/sh_xzl_1313/,6,5,4800,,1,
192,上海主角,https://www.haozu.com/sh_xzl_24185/,7.5,,,,,
193,真北路930弄,https://www.haozu.com/sh_xzl_34508/,4.43,,,,,
194,中国煤炭大厦,https://www.haozu.com/sh_xzl_1360/,6.4,28,60000,3,4,
195,旺旺大厦,https://www.haozu.com/sh_xzl_11347/,7.67,20,30000,4,4,上海仲加通商贸咨询有限公司、上海合成发电机有限公司
196,大华虎城·第三空间,https://www.haozu.com/sh_xzl_10350/,5.4,14,65000,4,3,
197,新徕路520号,https://www.haozu.com/sh_xzl_36398/,1.25,,,,,
198,清水湾大厦,https://www.haozu.com/sh_xzl_2517/,5.49,20,20000,3,1,
199,D1国际创意空间,https://www.haozu.com/sh_xzl_36430/,5.73,,,,,
200,海富花园,https://www.haozu.com/sh_xzl_5227/,3.83,23,120000,2.6,2,上海万卓国际贸易有限公司
201,东方尚博创意产业园,https://www.haozu.com/sh_xzl_11710/,4.02,5,19000,4.5,1,3F中国共产党上海市会展行业协会、上海鼎盛港机有限公司、普室旸（上海）贸易有限公司、亚洲展览会议协会联盟中国办事
202,文新报业大厦,https://www.haozu.com/sh_xzl_2582/,5.3,43,71169.166,3,11,
203,S569上海服装数字化创意园,https://www.haozu.com/sh_xzl_16285/,4.4,,15000,5,,上海耀洋网络科技有限公司、铂咖实业(上海)有限公司
204,柏树大厦,https://www.haozu.com/sh_xzl_10811/,2.8,30,49000,2.6,7,兰生公司、上海豪进钢铁贸易有限公司、上海振田金属材料有限公司
205,金岛大厦,https://www.haozu.com/sh_xzl_1551/,4.6,22,35000,3.8,4,企业名称：可颂坊(五角场店)，所属行业：贸易/消费/制造/营运、企业名称：北亚文化传媒策划有限公司，所属行业：广告/媒体、企业名称：上海北岛置地有限公司，所属行业：房地产/建筑、企业名称：上海明翼瑜伽会所，所属行业：专业服务/教育/培训、企业名称：上海海源制衣有限公司，所属行业：贸易/消费/制造/营运
206,古美创智中心,https://www.haozu.com/sh_xzl_16764/,4.5,4,8000,3.5,2,
207,左岸88,https://www.haozu.com/sh_xzl_12450/,5.5,9,20000,3.5,2（每栋）,
208,万科VMO,https://www.haozu.com/sh_xzl_1686/,2.5,5,88762,4.3,1,
209,越界·苏河汇,https://www.haozu.com/sh_xzl_29255/,4.25,,,,,
210,潮州路508创意园,https://www.haozu.com/sh_xzl_36769/,3.72,,,,,
211,中新传媒大厦,https://www.haozu.com/sh_xzl_21734/,4,19,51632.19,3.9,4,
212,乌鲁木齐中路15弄,https://www.haozu.com/sh_xzl_35362/,8.6,,,,,
213,上海东鼎大厦,https://www.haozu.com/sh_xzl_11084/,4.5,,,4,,
214,陆宁实业,https://www.haozu.com/sh_xzl_29224/,1.5,,,,,
215,华东师大科技园,https://www.haozu.com/sh_xzl_29649/,5.33,,,,,
216,亚兰德商务研发总部,https://www.haozu.com/sh_xzl_19064/,4.7,5,40000,4.8,2,海南航空、罗氏药业、恒瑞医药、霍尼韦尔、美国礼来
217,悦达国际大厦,https://www.haozu.com/sh_xzl_3677/,4.52,26,24159,3,2,运鹏房产、上海肯立工程设备有限公司、上海美琴电子科技有限公司、启悦商场经营管理有限公司
218,金虹桥商务广场,https://www.haozu.com/sh_xzl_1385/,3.74,15,15300,3.8,2,企业名称：莱茵豪生传媒（上海），所属行业：广告/媒体、企业名称：上海汇旗投资管理有限公司，所属行业：会计/金融/银行/保险、企业名称：宝申理律师事务所，所属行业：专业服务/教育/培训、企业名称：申英基建咨询有限公司，所属行业：专业服务/教育/培训、企业名称：常熟市波司登进出口有限公司上海办事处，所属行业：贸易/消费/制造/营运
219,国华人寿金融大厦,https://www.haozu.com/sh_xzl_1377/,10.9,,60779,,8,上海期货交易所
220,九科绿洲歆翱科创中心,https://www.haozu.com/sh_xzl_30182/,1.5,,,,,
221,1933老场坊,https://www.haozu.com/sh_xzl_2107/,4.5,5,317000,6,4,"意安咖啡,雪茄客”上海俱乐部,库诗家居生活馆,亚洲时代瓷器精品店"
222,中华门大厦,https://www.haozu.com/sh_xzl_3221/,3.32,24,24000,3,2,上海设备工程计算机、金仕国际贸易有限公司、潮源数码科技有限公司，上海艺轩室内装潢设计有限公司
223,绿洲中环中心,https://www.haozu.com/sh_xzl_2653/,5.3,24,31200,4.5,6,上海里盛国际贸易有限公司、上海威尔士健身(绿洲中环店)、上海元兆法律翻译资源有限公司、上海诺斯贸易有限公司
224,杨浦科技大厦,https://www.haozu.com/sh_xzl_1985/,3.27,10,13000,3,3,
225,国际贵都,https://www.haozu.com/sh_xzl_25047/,8,,,,,
226,海博大厦,https://www.haozu.com/sh_xzl_11782/,3.3,,36000,3.2,2,
227,住大商务楼,https://www.haozu.com/sh_xzl_13185/,2.9,9,56560,4.5,1,
228,新发现才富园,https://www.haozu.com/sh_xzl_10693/,5,,10000,4,2,上海荣欣家庭装潢公司
229,中融信托大厦,https://www.haozu.com/sh_xzl_1472/,5.06,,41206,2.8,4,
230,东方环球企业中心,https://www.haozu.com/sh_xzl_16506/,3.61,15,210000,4,6,大奥通信、上海新宁投资有限公司、上海长发业化日用品有限公司
231,星峰企业园,https://www.haozu.com/sh_xzl_16450/,6,11,,3,2,
232,SOHO东海广场,https://www.haozu.com/sh_xzl_1213/,9.11,50,80000,4,10,企业名称：苹果电脑，所属行业：计算机/互联网/通信/电子、企业名称：阳狮集团，所属行业：广告/媒体、企业名称：中国建设银行，所属行业：会计/金融/银行/保险、企业名称：新华人寿保险股份有限公司限公司，所属行业：会计/金融/银行/保险、企业名称：上海市现代商务促进中心，所属行业：贸易/消费/制造/营运
233,百士威大楼,https://www.haozu.com/sh_xzl_12721/,1.7,,,,,
234,富海商务苑,https://www.haozu.com/sh_xzl_11760/,3.5,6,26716,3,2,
235,星外滩10号,https://www.haozu.com/sh_xzl_35475/,9.64,,,,,
236,七宝宝龙城市广场,https://www.haozu.com/sh_xzl_18487/,4.35,4,390857,,,
237,陆家嘴软件园,https://www.haozu.com/sh_xzl_1371/,7.51,6,550000,4.5,2,上海宇龙软件工程有限公司，上海互联网软件有限公司
238,旺角广场,https://www.haozu.com/sh_xzl_11105/,4.75,23,33000,3.6,6,企业名称：德意志银行，所属行业：会计/金融/银行/保险、企业名称：恒瑞国际物流有限公司，所属行业：物流/运输、企业名称：黄浦地产发展有限公司，所属行业：房地产/建筑、企业名称：怡和立信保险经纪有限责任公司上海分公司，所属行业：会计/金融/银行/保险、企业名称：达威信息技术有限公司，所属行业：计算机/互联网/通信/电子
239,同盛大厦,https://www.haozu.com/sh_xzl_1364/,6.83,25,43959,2.6,5,企业名称：新世纪物业，所属行业：贸易/消费/制造/营运、企业名称：格林期货经纪有限公司，所属行业：专业服务/教育/培训、企业名称：申渤石油化工有限公司，所属行业：贸易/消费/制造/营运、企业名称：双隆投资有限公司，所属行业：会计/金融/银行/保险、企业名称：上海凡越物流有限公司，所属行业：贸易/消费/制造/营运
240,环线广场,https://www.haozu.com/sh_xzl_3596/,3.5,29,20000,3.3,2,上海德华地毯有限公司、上海沃康医疗器械有限公司、上海鼎川电子科技有限公司
241,绿地嘉尚国际广场,https://www.haozu.com/sh_xzl_18680/,1.5,,,,,
242,惠扬大厦,https://www.haozu.com/sh_xzl_11848/,5.5,25,,2.7,2,浦发银行
243,泛太平洋大厦,https://www.haozu.com/sh_xzl_4079/,5.5,18,9146,3,1,仟家信金银制品有限公司
244,英华商务楼,https://www.haozu.com/sh_xzl_19512/,7.25,,,3.5,1,
245,上海信息大厦,https://www.haozu.com/sh_xzl_4328/,6.51,,42093,2.7,7,
246,蓝村大厦,https://www.haozu.com/sh_xzl_3302/,6.6,28,34122,2.8,4,国美电器、上海琴曼科技有限公司
247,中国石化物资大厦,https://www.haozu.com/sh_xzl_1663/,2.2,15,,3.5,2,
248,御河企业公馆,https://www.haozu.com/sh_xzl_1974/,3.47,,137270,,,
249,梅龙镇广场,https://www.haozu.com/sh_xzl_2026/,10.06,37,120000,3.6,9,企业名称：美国领事馆公民签证处，所属行业：政府/非赢利机构/其他、企业名称：华尔街英语，所属行业：专业服务/教育/培训、企业名称：中宏保险，所属行业：会计/金融/银行/保险
250,上海金融谷,https://www.haozu.com/sh_xzl_2228/,1.6,18,8000,4.3,5,上海联合金融投资有限公司
251,华虹科技园,https://www.haozu.com/sh_xzl_18326/,4.3,5,26000,,2,
252,兴业太古汇,https://www.haozu.com/sh_xzl_19074/,14.48,6,114000,3.4,,
253,医谷纳诺产业园,https://www.haozu.com/sh_xzl_17511/,2.4,6,24000,5,1,
254,金环大厦,https://www.haozu.com/sh_xzl_18415/,3.5,15,69000,3.5,3,企业名称：上海禾子商务咨询有限公司，所属行业：计算机/互联网/通信/电子、企业名称：优发商贸发展有限公司，所属行业：贸易/消费/制造/营运、企业名称：万嘉经济信息有限公司，所属行业：计算机/互联网/通信/电子、企业名称：弗莱特科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：世轩企业管理咨询(上海)有限公司，所属行业：专业服务/教育/培训
255,绿地能源大厦,https://www.haozu.com/sh_xzl_1528/,4.28,24,25480,2.7,6,中润解放传媒
256,银东大厦,https://www.haozu.com/sh_xzl_1934/,3.07,31,52000,2.6,6,企业名称：上海瑞仁国际贸易有限公司.，所属行业：贸易/消费/制造/营运、企业名称：巴隆克国际贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海锡明光电科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海鹤贵商贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海迅其实业发展有限公司，所属行业：贸易/消费/制造/营运
257,宝莲府邸商务办公,https://www.haozu.com/sh_xzl_10330/,3.8,6,48600,3.5,2,
258,万航渡路2526号,https://www.haozu.com/sh_xzl_29489/,8.3,,,,,
259,中西大厦,https://www.haozu.com/sh_xzl_2359/,4.55,20,18000,3.6,3,上海欧美嘉旅行社有限公司(专业服务/教育/培训)、上海呈信航空票务代理有限公司(专业服务/教育/培训)、晔欣国际贸易(上海)有限公司(贸易/消费/制造/营运)、上海凯永信息技术有限公司(计算机/互联网/通信/电子)、富山广告(广告/媒体)
260,欧江大厦,https://www.haozu.com/sh_xzl_13033/,4,31,12000,3.2,2,上海秀客文化传播有限公司，泉朗进出口有限公司、上海昆一电子资源有限公司
261,香港广场,https://www.haozu.com/sh_xzl_4841/,9.59,38,140000,3.6,16,强生、香港广达联运有限公司上海代表处、香港广时洋行有限公司、香港广达科技有限公司上海代表处
262,复地万科活力城,https://www.haozu.com/sh_xzl_3310/,4.48,14,1100000,,,
263,港隆国际大厦,https://www.haozu.com/sh_xzl_25281/,1.6,,,,,
264,美邦大厦,https://www.haozu.com/sh_xzl_3402/,4.4,12,12000,3.8,2,东方离婚第一网、青岛可蓝矿泉水上海分公司、恒福科技发展有限公司、上海禾健时代电子商务有限公司、大宁国际贸易有限公司
265,宝虹中心,https://www.haozu.com/sh_xzl_4440/,3.2,9,21093,3.7,3,丞宏光电科技(上海)有限公司、上海科技/上海柏麟信息、上海丰润装饰工程有限公司、上海依珀商贸有限公司、上海顶品建材有限公司
266,星汇广场二期,https://www.haozu.com/sh_xzl_4504/,3.88,,111900,4.2,,
267,胜富仁大厦,https://www.haozu.com/sh_xzl_5283/,5,,15282,3.9,3,
268,汇嘉大厦,https://www.haozu.com/sh_xzl_2387/,4.4,,42200,2.5,4,华星学院、桂祥计算机科技、国微数码电子、海邦智能科技、
269,证大立方大厦,https://www.haozu.com/sh_xzl_12382/,7.74,21,40000,3.6,6,上海新泰厚投资有限公司、五匹马（上海）网络科技有限公司
270,泰辰商务楼,https://www.haozu.com/sh_xzl_11247/,1.6,,,,,
271,江宁园,https://www.haozu.com/sh_xzl_41293/,8.4,,,,,
272,中建幸福空间,https://www.haozu.com/sh_xzl_40918/,4.03,,,,,
273,长江新能源大厦,https://www.haozu.com/sh_xzl_16838/,6.99,11,9772,,2,上海盈运资产管理有限公司
274,高尚领域,https://www.haozu.com/sh_xzl_12482/,3.1,,1140000,,4,
275,晶耀前滩,https://www.haozu.com/sh_xzl_35277/,9,,,,,
276,明申商务广场,https://www.haozu.com/sh_xzl_2818/,3.55,25,35619,3,4,上海艾仕国际贸易有限公司，中博创业投资管理有限公司，西昌瑞康钛业有限公司，上海冠相电子科技有限公司，《电源世界》杂志社
277,七建大厦,https://www.haozu.com/sh_xzl_13039/,5.68,19,27000,2.8,3,潘多拉婚纱摄影会馆、上海热通机电设备工程有限公司
278,清控双创街,https://www.haozu.com/sh_xzl_28281/,2.45,19,,,,
279,君庭广场,https://www.haozu.com/sh_xzl_21612/,5.13,12,85393,3.8,3,
280,歆翱国际电商大厦,https://www.haozu.com/sh_xzl_4902/,1.86,12,24000,3.5,2,
281,禹州广场,https://www.haozu.com/sh_xzl_16872/,5,23,35837,2.8,5,家乐福超市交通银行、上海华山医院
282,张润大厦,https://www.haozu.com/sh_xzl_37293/,5.59,,,,,
283,嘉隆国际,https://www.haozu.com/sh_xzl_38766/,1.4,,,,,
284,星联科技园,https://www.haozu.com/sh_xzl_2439/,5.2,18,83965,3.5,4,企业名称：philips，所属行业：贸易/消费/制造/营运、企业名称：美莲凯，所属行业：贸易/消费/制造/营运、企业名称：上海鸿润科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：加圣光通信设备有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海美好数码科技有限公司，所属行业：计算机/互联网/通信/电子
285,花园坊节能环保产业园,https://www.haozu.com/sh_xzl_16959/,6.3,4,8000,,3,
286,IF如果文化创意产业园,https://www.haozu.com/sh_xzl_18730/,3.29,4,42000,4.6,,
287,文欣楼,https://www.haozu.com/sh_xzl_10447/,3,,,,,
288,外滩SOHO,https://www.haozu.com/sh_xzl_1318/,11.78,31,190000,3.5,,
289,长江软件园,https://www.haozu.com/sh_xzl_2063/,2.67,6,68352,3.5,9,
290,三林金融众创空间,https://www.haozu.com/sh_xzl_4320/,3.67,6,,3.3,2,
291,杰地大厦,https://www.haozu.com/sh_xzl_2131/,4.34,17,19327,3,4,上海从容投资管理有限公司、上海节睿信息科技有限公司、云南乘风有色金属股份有限公司
292,西营路33弄8号,https://www.haozu.com/sh_xzl_39807/,3.9,,,,,
293,新虹桥捷运大厦,https://www.haozu.com/sh_xzl_1402/,3.63,30,29000,2.8,3,企业名称：法国溯高美电气，所属行业：物流/运输、企业名称：可樱服饰，所属行业：贸易/消费/制造/营运、企业名称：上海润世企业营销管理公司，所属行业：会计/金融/银行/保险、企业名称：上海飞沃化工有限公司，所属行业：能源/原材料、企业名称：上海元耀国际贸易有限公司，所属行业：(贸易/消费/制造/营运)
294,中环科技园,https://www.haozu.com/sh_xzl_1987/,2.48,13,22000,,3,
295,迎龙大厦,https://www.haozu.com/sh_xzl_3386/,4,,36000,3,5,"威亚物业管理有限公司,上海崇友电梯有限公司(延安西路),泛孚电子科技有限公司,菲尔普斯国际贸易有限公司,福清洪良染织有限公司"
296,博济·美兰湖园,https://www.haozu.com/sh_xzl_17680/,1.2,8,43880,4.8,,
297,兰宝大厦,https://www.haozu.com/sh_xzl_11965/,1.5,8,,2.8,,上海黎空贸易有限公司
298,嘉地中心,https://www.haozu.com/sh_xzl_1506/,12.18,63,171506,3.4,8,五星级索菲特豪华酒店
299,金博尚品,https://www.haozu.com/sh_xzl_21446/,4.73,,,,,
300,浦江国际金融广场,https://www.haozu.com/sh_xzl_1936/,8.04,38,119000,4.3,6,上海新黄浦置业股份有限公司
301,安航企业中心,https://www.haozu.com/sh_xzl_36022/,2.43,,,,,
302,景裕创意园区,https://www.haozu.com/sh_xzl_18038/,3.63,6,11500,4,,
303,四川中路330号,https://www.haozu.com/sh_xzl_37026/,5.5,,,,,
304,玉屏大楼,https://www.haozu.com/sh_xzl_37342/,3.3,,,,,
305,98创意园,https://www.haozu.com/sh_xzl_2010/,6,6,14000,4.7,1,企业名称：豪艺设计咨询（上海）有限公司，所属行业：专业服务/教育/培训、企业名称：上海赵小蝶化妆品有限公司，所属行业：贸易/消费/制造/营运、企业名称：宏腾物业服务（上海）有限公司，所属行业：专业服务/教育/培训、企业名称：泰诺健（上海）国际贸易有限公司2F上海午未广告有限公司2F宏腾物业服务（上海）有限公司2F上海纯粹广告有限公司2F美播商务咨询（上海）有限公司2F上海赵小蝶化妆品有限公司3F宇宙运通有限公司4F苏州运通丝绸服饰有限公司上海分公司，所属行业：贸易/消费/制造/营运、企业名称：上海午未广告有限公司，所属行业：广告/媒体
